Unnamed: 0,a,ab,b,c,pentamer,N-Boc,N-H,halide
511.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,Cn1ncc(-c2ccc3c(ccn3C(=O)OC(C)(C)C)c2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,C[Si](C)(c1ccc(Br)cc1)c1ccc(Br)cc1,Cn1ncc(-c2ccc3c(ccn3-c3cnccn3)c2)c1-c1ccc([Si](C)(C)c2ccc(-c3c(-c4ccc5c(ccn5-c5cnccn5)c4)cnn3C)cc2)cc1,Cn1ncc(-c2ccc3c(ccn3C(=O)OC(C)(C)C)c2)c1-c1ccc([Si](C)(C)c2ccc(-c3c(-c4ccc5c(ccn5C(=O)OC(C)(C)C)c4)cnn3C)cc2)cc1,Cn1ncc(-c2ccc3[nH]ccc3c2)c1-c1ccc([Si](C)(C)c2ccc(-c3c(-c4ccc5[nH]ccc5c4)cnn3C)cc2)cc1,Brc1nccnc1
512.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,Cn1ncc(-c2ccc3c(ccn3C(=O)OC(C)(C)C)c2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Brc1ccc2nc3ccc(Br)cc3nc2c1,Cn1ncc(-c2ccc3c(ccn3-c3cnccn3)c2)c1-c1ccc2nc3ccc(-c4c(-c5ccc6c(ccn6-c6cnccn6)c5)cnn4C)cc3nc2c1,Cn1ncc(-c2ccc3c(ccn3C(=O)OC(C)(C)C)c2)c1-c1ccc2nc3ccc(-c4c(-c5ccc6c(ccn6C(=O)OC(C)(C)C)c5)cnn4C)cc3nc2c1,Cn1ncc(-c2ccc3[nH]ccc3c2)c1-c1ccc2nc3ccc(-c4c(-c5ccc6[nH]ccc6c5)cnn4C)cc3nc2c1,Brc1nccnc1
513.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)c3)ccc21,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,C[Si](C)(c1ccccc1Br)c1ccccc1Br,C[Si](C)(c1ccccc1-c1cccc(-c2ccc3c(ccn3-c3cnccn3)c2)c1)c1ccccc1-c1cccc(-c2ccc3c(ccn3-c3cnccn3)c2)c1,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-c4ccccc4[Si](C)(C)c4ccccc4-c4cccc(-c5ccc6c(ccn6C(=O)OC(C)(C)C)c5)c4)c3)ccc21,C[Si](C)(c1ccccc1-c1cccc(-c2ccc3[nH]ccc3c2)c1)c1ccccc1-c1cccc(-c2ccc3[nH]ccc3c2)c1,Brc1nccnc1
514.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)c3)ccc21,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Brc1ccc(Br)nc1,c1cc(-c2ccc(-c3cccc(-c4ccc5c(ccn5-c5cnccn5)c4)c3)nc2)cc(-c2ccc3c(ccn3-c3cnccn3)c2)c1,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-c4ccc(-c5cccc(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)c5)nc4)c3)ccc21,c1cc(-c2ccc(-c3cccc(-c4ccc5[nH]ccc5c4)c3)nc2)cc(-c2ccc3[nH]ccc3c2)c1,Brc1nccnc1
516.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)c3)ccc21,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Brc1cc(Br)c2ccccc2c1,c1cc(-c2cc(-c3cccc(-c4ccc5c(ccn5-c5cnccn5)c4)c3)c3ccccc3c2)cc(-c2ccc3c(ccn3-c3cnccn3)c2)c1,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-c4cc(-c5cccc(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)c5)c5ccccc5c4)c3)ccc21,c1cc(-c2ccc3[nH]ccc3c2)cc(-c2cc(-c3cccc(-c4ccc5[nH]ccc5c4)c3)c3ccccc3c2)c1,Brc1nccnc1
517.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)c3)ccc21,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Clc1cc(Br)sc1Br,Clc1cc(-c2cccc(-c3ccc4c(ccn4-c4cnccn4)c3)c2)sc1-c1cccc(-c2ccc3c(ccn3-c3cnccn3)c2)c1,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-c4cc(Cl)c(-c5cccc(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)c5)s4)c3)ccc21,Clc1cc(-c2cccc(-c3ccc4[nH]ccc4c3)c2)sc1-c1cccc(-c2ccc3[nH]ccc3c2)c1,Brc1nccnc1
518.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)c3)ccc21,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Cc1nc2c(Br)c3nsnc3c(Br)c2nc1C,Cc1nc2c(-c3cccc(-c4ccc5c(ccn5-c5cnccn5)c4)c3)c3nsnc3c(-c3cccc(-c4ccc5c(ccn5-c5cnccn5)c4)c3)c2nc1C,Cc1nc2c(-c3cccc(-c4ccc5c(ccn5C(=O)OC(C)(C)C)c4)c3)c3nsnc3c(-c3cccc(-c4ccc5c(ccn5C(=O)OC(C)(C)C)c4)c3)c2nc1C,Cc1nc2c(-c3cccc(-c4ccc5[nH]ccc5c4)c3)c3nsnc3c(-c3cccc(-c4ccc5[nH]ccc5c4)c3)c2nc1C,Brc1nccnc1
519.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)c3)ccc21,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Brc1ccccc1Oc1ccccc1Br,c1cc(-c2ccc3c(ccn3-c3cnccn3)c2)cc(-c2ccccc2Oc2ccccc2-c2cccc(-c3ccc4c(ccn4-c4cnccn4)c3)c2)c1,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-c4ccccc4Oc4ccccc4-c4cccc(-c5ccc6c(ccn6C(=O)OC(C)(C)C)c5)c4)c3)ccc21,c1cc(-c2ccc3[nH]ccc3c2)cc(-c2ccccc2Oc2ccccc2-c2cccc(-c3ccc4[nH]ccc4c3)c2)c1,Brc1nccnc1
520.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)c3)ccc21,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,CC(C)(C)c1ccc2c(Br)c3ccccc3c(Br)c2c1,CC(C)(C)c1ccc2c(-c3cccc(-c4ccc5c(ccn5-c5cnccn5)c4)c3)c3ccccc3c(-c3cccc(-c4ccc5c(ccn5-c5cnccn5)c4)c3)c2c1,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-c4c5ccccc5c(-c5cccc(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)c5)c5cc(C(C)(C)C)ccc45)c3)ccc21,CC(C)(C)c1ccc2c(-c3cccc(-c4ccc5[nH]ccc5c4)c3)c3ccccc3c(-c3cccc(-c4ccc5[nH]ccc5c4)c3)c2c1,Brc1nccnc1
521.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)c3)ccc21,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,Fc1cc(-c2cccc(-c3ccc4c(ccn4-c4cnccn4)c3)c2)c(F)cc1-c1cccc(-c2ccc3c(ccn3-c3cnccn3)c2)c1,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-c4cc(F)c(-c5cccc(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)c5)cc4F)c3)ccc21,Fc1cc(-c2cccc(-c3ccc4[nH]ccc4c3)c2)c(F)cc1-c1cccc(-c2ccc3[nH]ccc3c2)c1,Brc1nccnc1
522.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)c3)ccc21,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Brc1ccc2oc(Br)cc2c1,c1cc(-c2ccc3oc(-c4cccc(-c5ccc6c(ccn6-c6cnccn6)c5)c4)cc3c2)cc(-c2ccc3c(ccn3-c3cnccn3)c2)c1,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-c4ccc5oc(-c6cccc(-c7ccc8c(ccn8C(=O)OC(C)(C)C)c7)c6)cc5c4)c3)ccc21,c1cc(-c2ccc3[nH]ccc3c2)cc(-c2ccc3oc(-c4cccc(-c5ccc6[nH]ccc6c5)c4)cc3c2)c1,Brc1nccnc1
523.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)c3)ccc21,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Brc1ccc(Br)o1,c1cc(-c2ccc3c(ccn3-c3cnccn3)c2)cc(-c2ccc(-c3cccc(-c4ccc5c(ccn5-c5cnccn5)c4)c3)o2)c1,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-c4ccc(-c5cccc(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)c5)o4)c3)ccc21,c1cc(-c2ccc3[nH]ccc3c2)cc(-c2ccc(-c3cccc(-c4ccc5[nH]ccc5c4)c3)o2)c1,Brc1nccnc1
524.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)c3)ccc21,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Brc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(Br)ccc1-2,c1cc(-c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2cc(-c4cccc(-c5ccc6c(ccn6-c6cnccn6)c5)c4)ccc2-3)cc(-c2ccc3c(ccn3-c3cnccn3)c2)c1,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-c4ccc5c(c4)C4(c6ccccc6-c6ccccc64)c4cc(-c6cccc(-c7ccc8c(ccn8C(=O)OC(C)(C)C)c7)c6)ccc4-5)c3)ccc21,c1cc(-c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2cc(-c4cccc(-c5ccc6[nH]ccc6c5)c4)ccc2-3)cc(-c2ccc3[nH]ccc3c2)c1,Brc1nccnc1
525.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)c3)ccc21,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Clc1cc(Cl)c(Br)cc1Br,Clc1cc(Cl)c(-c2cccc(-c3ccc4c(ccn4-c4cnccn4)c3)c2)cc1-c1cccc(-c2ccc3c(ccn3-c3cnccn3)c2)c1,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-c4cc(-c5cccc(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)c5)c(Cl)cc4Cl)c3)ccc21,Clc1cc(Cl)c(-c2cccc(-c3ccc4[nH]ccc4c3)c2)cc1-c1cccc(-c2ccc3[nH]ccc3c2)c1,Brc1nccnc1
526.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)c3)ccc21,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Brc1cnc2nc(Br)ccc2c1,c1cc(-c2cnc3nc(-c4cccc(-c5ccc6c(ccn6-c6cnccn6)c5)c4)ccc3c2)cc(-c2ccc3c(ccn3-c3cnccn3)c2)c1,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-c4cnc5nc(-c6cccc(-c7ccc8c(ccn8C(=O)OC(C)(C)C)c7)c6)ccc5c4)c3)ccc21,c1cc(-c2cnc3nc(-c4cccc(-c5ccc6[nH]ccc6c5)c4)ccc3c2)cc(-c2ccc3[nH]ccc3c2)c1,Brc1nccnc1
527.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)c3)ccc21,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Brc1cccc2cccc(Br)c12,c1cc(-c2ccc3c(ccn3-c3cnccn3)c2)cc(-c2cccc3cccc(-c4cccc(-c5ccc6c(ccn6-c6cnccn6)c5)c4)c23)c1,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-c4cccc5cccc(-c6cccc(-c7ccc8c(ccn8C(=O)OC(C)(C)C)c7)c6)c45)c3)ccc21,c1cc(-c2ccc3[nH]ccc3c2)cc(-c2cccc3cccc(-c4cccc(-c5ccc6[nH]ccc6c5)c4)c23)c1,Brc1nccnc1
528.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)c3)ccc21,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(I)ccc2-c2ccc(I)cc21,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3cccc(-c4ccc5c(ccn5-c5cnccn5)c4)c3)ccc2-c2ccc(-c3cccc(-c4ccc5c(ccn5-c5cnccn5)c4)c3)cc21,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3cccc(-c4ccc5c(ccn5C(=O)OC(C)(C)C)c4)c3)ccc2-c2ccc(-c3cccc(-c4ccc5c(ccn5C(=O)OC(C)(C)C)c4)c3)cc21,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3cccc(-c4ccc5[nH]ccc5c4)c3)ccc2-c2ccc(-c3cccc(-c4ccc5[nH]ccc5c4)c3)cc21,Brc1nccnc1
529.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)c3)ccc21,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Fc1c(F)c(Br)c2nsnc2c1Br,Fc1c(F)c(-c2cccc(-c3ccc4c(ccn4-c4cnccn4)c3)c2)c2nsnc2c1-c1cccc(-c2ccc3c(ccn3-c3cnccn3)c2)c1,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-c4c(F)c(F)c(-c5cccc(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)c5)c5nsnc45)c3)ccc21,Fc1c(F)c(-c2cccc(-c3ccc4[nH]ccc4c3)c2)c2nsnc2c1-c1cccc(-c2ccc3[nH]ccc3c2)c1,Brc1nccnc1
530.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)c3)ccc21,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,C[Si](C)(c1ccc(Br)cc1)c1ccc(Br)cc1,C[Si](C)(c1ccc(-c2cccc(-c3ccc4c(ccn4-c4cnccn4)c3)c2)cc1)c1ccc(-c2cccc(-c3ccc4c(ccn4-c4cnccn4)c3)c2)cc1,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-c4ccc([Si](C)(C)c5ccc(-c6cccc(-c7ccc8c(ccn8C(=O)OC(C)(C)C)c7)c6)cc5)cc4)c3)ccc21,C[Si](C)(c1ccc(-c2cccc(-c3ccc4[nH]ccc4c3)c2)cc1)c1ccc(-c2cccc(-c3ccc4[nH]ccc4c3)c2)cc1,Brc1nccnc1
531.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)c3)ccc21,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Brc1ccc2nc3ccc(Br)cc3nc2c1,c1cc(-c2ccc3c(ccn3-c3cnccn3)c2)cc(-c2ccc3nc4ccc(-c5cccc(-c6ccc7c(ccn7-c7cnccn7)c6)c5)cc4nc3c2)c1,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-c4ccc5nc6ccc(-c7cccc(-c8ccc9c(ccn9C(=O)OC(C)(C)C)c8)c7)cc6nc5c4)c3)ccc21,c1cc(-c2ccc3[nH]ccc3c2)cc(-c2ccc3nc4ccc(-c5cccc(-c6ccc7[nH]ccc7c6)c5)cc4nc3c2)c1,Brc1nccnc1
532.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)s3)ccc21,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,C[Si](C)(c1ccccc1Br)c1ccccc1Br,C[Si](C)(c1ccccc1-c1ccc(-c2ccc3c(ccn3-c3cnccn3)c2)s1)c1ccccc1-c1ccc(-c2ccc3c(ccn3-c3cnccn3)c2)s1,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc(-c4ccccc4[Si](C)(C)c4ccccc4-c4ccc(-c5ccc6c(ccn6C(=O)OC(C)(C)C)c5)s4)s3)ccc21,C[Si](C)(c1ccccc1-c1ccc(-c2ccc3[nH]ccc3c2)s1)c1ccccc1-c1ccc(-c2ccc3[nH]ccc3c2)s1,Brc1nccnc1
533.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)s3)ccc21,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Brc1ccc(Br)nc1,c1cnc(-n2ccc3cc(-c4ccc(-c5ccc(-c6ccc(-c7ccc8c(ccn8-c8cnccn8)c7)s6)nc5)s4)ccc32)cn1,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc(-c4ccc(-c5ccc(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)s5)nc4)s3)ccc21,c1cc2cc(-c3ccc(-c4ccc(-c5ccc(-c6ccc7[nH]ccc7c6)s5)nc4)s3)ccc2[nH]1,Brc1nccnc1
535.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)s3)ccc21,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Brc1cc(Br)c2ccccc2c1,c1ccc2c(-c3ccc(-c4ccc5c(ccn5-c5cnccn5)c4)s3)cc(-c3ccc(-c4ccc5c(ccn5-c5cnccn5)c4)s3)cc2c1,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc(-c4cc(-c5ccc(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)s5)c5ccccc5c4)s3)ccc21,c1ccc2c(-c3ccc(-c4ccc5[nH]ccc5c4)s3)cc(-c3ccc(-c4ccc5[nH]ccc5c4)s3)cc2c1,Brc1nccnc1
536.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)s3)ccc21,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Clc1cc(Br)sc1Br,Clc1cc(-c2ccc(-c3ccc4c(ccn4-c4cnccn4)c3)s2)sc1-c1ccc(-c2ccc3c(ccn3-c3cnccn3)c2)s1,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc(-c4cc(Cl)c(-c5ccc(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)s5)s4)s3)ccc21,Clc1cc(-c2ccc(-c3ccc4[nH]ccc4c3)s2)sc1-c1ccc(-c2ccc3[nH]ccc3c2)s1,Brc1nccnc1
537.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)s3)ccc21,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Cc1nc2c(Br)c3nsnc3c(Br)c2nc1C,Cc1nc2c(-c3ccc(-c4ccc5c(ccn5-c5cnccn5)c4)s3)c3nsnc3c(-c3ccc(-c4ccc5c(ccn5-c5cnccn5)c4)s3)c2nc1C,Cc1nc2c(-c3ccc(-c4ccc5c(ccn5C(=O)OC(C)(C)C)c4)s3)c3nsnc3c(-c3ccc(-c4ccc5c(ccn5C(=O)OC(C)(C)C)c4)s3)c2nc1C,Cc1nc2c(-c3ccc(-c4ccc5[nH]ccc5c4)s3)c3nsnc3c(-c3ccc(-c4ccc5[nH]ccc5c4)s3)c2nc1C,Brc1nccnc1
538.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)s3)ccc21,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Brc1ccccc1Oc1ccccc1Br,c1ccc(-c2ccc(-c3ccc4c(ccn4-c4cnccn4)c3)s2)c(Oc2ccccc2-c2ccc(-c3ccc4c(ccn4-c4cnccn4)c3)s2)c1,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc(-c4ccccc4Oc4ccccc4-c4ccc(-c5ccc6c(ccn6C(=O)OC(C)(C)C)c5)s4)s3)ccc21,c1ccc(-c2ccc(-c3ccc4[nH]ccc4c3)s2)c(Oc2ccccc2-c2ccc(-c3ccc4[nH]ccc4c3)s2)c1,Brc1nccnc1
539.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)s3)ccc21,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,CC(C)(C)c1ccc2c(Br)c3ccccc3c(Br)c2c1,CC(C)(C)c1ccc2c(-c3ccc(-c4ccc5c(ccn5-c5cnccn5)c4)s3)c3ccccc3c(-c3ccc(-c4ccc5c(ccn5-c5cnccn5)c4)s3)c2c1,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc(-c4c5ccccc5c(-c5ccc(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)s5)c5cc(C(C)(C)C)ccc45)s3)ccc21,CC(C)(C)c1ccc2c(-c3ccc(-c4ccc5[nH]ccc5c4)s3)c3ccccc3c(-c3ccc(-c4ccc5[nH]ccc5c4)s3)c2c1,Brc1nccnc1
540.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)s3)ccc21,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,Fc1cc(-c2ccc(-c3ccc4c(ccn4-c4cnccn4)c3)s2)c(F)cc1-c1ccc(-c2ccc3c(ccn3-c3cnccn3)c2)s1,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc(-c4cc(F)c(-c5ccc(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)s5)cc4F)s3)ccc21,Fc1cc(-c2ccc(-c3ccc4[nH]ccc4c3)s2)c(F)cc1-c1ccc(-c2ccc3[nH]ccc3c2)s1,Brc1nccnc1
541.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)s3)ccc21,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Brc1ccc2oc(Br)cc2c1,c1cnc(-n2ccc3cc(-c4ccc(-c5ccc6oc(-c7ccc(-c8ccc9c(ccn9-c9cnccn9)c8)s7)cc6c5)s4)ccc32)cn1,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc(-c4ccc5oc(-c6ccc(-c7ccc8c(ccn8C(=O)OC(C)(C)C)c7)s6)cc5c4)s3)ccc21,c1cc2cc(-c3ccc(-c4ccc5oc(-c6ccc(-c7ccc8[nH]ccc8c7)s6)cc5c4)s3)ccc2[nH]1,Brc1nccnc1
542.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)s3)ccc21,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Brc1ccc(Br)o1,c1cnc(-n2ccc3cc(-c4ccc(-c5ccc(-c6ccc(-c7ccc8c(ccn8-c8cnccn8)c7)s6)o5)s4)ccc32)cn1,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc(-c4ccc(-c5ccc(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)s5)o4)s3)ccc21,c1cc2cc(-c3ccc(-c4ccc(-c5ccc(-c6ccc7[nH]ccc7c6)s5)o4)s3)ccc2[nH]1,Brc1nccnc1
