Unnamed: 0,a,ab,b,c,pentamer
175.0,OB(O)c1ccco1,Cn1ncc(-c2ccco2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Clc1cc(Br)sc1Br,Cn1ncc(-c2ccco2)c1-c1cc(Cl)c(-c2c(-c3ccco3)cnn2C)s1
176.0,OB(O)c1ccco1,Cn1ncc(-c2ccco2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Cc1nc2c(Br)c3nsnc3c(Br)c2nc1C,Cc1nc2c(-c3c(-c4ccco4)cnn3C)c3nsnc3c(-c3c(-c4ccco4)cnn3C)c2nc1C
177.0,OB(O)c1ccco1,Cn1ncc(-c2ccco2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Brc1ccccc1Oc1ccccc1Br,Cn1ncc(-c2ccco2)c1-c1ccccc1Oc1ccccc1-c1c(-c2ccco2)cnn1C
178.0,OB(O)c1ccco1,Cn1ncc(-c2ccco2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,CC(C)(C)c1ccc2c(Br)c3ccccc3c(Br)c2c1,Cn1ncc(-c2ccco2)c1-c1c2ccccc2c(-c2c(-c3ccco3)cnn2C)c2cc(C(C)(C)C)ccc12
179.0,OB(O)c1ccco1,Cn1ncc(-c2ccco2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Fc1cc(Br)c(F)cc1Br,Cn1ncc(-c2ccco2)c1-c1cc(F)c(-c2c(-c3ccco3)cnn2C)cc1F
180.0,OB(O)c1ccco1,Cn1ncc(-c2ccco2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Brc1ccc2oc(Br)cc2c1,Cn1ncc(-c2ccco2)c1-c1ccc2oc(-c3c(-c4ccco4)cnn3C)cc2c1
181.0,OB(O)c1ccco1,Cn1ncc(-c2ccco2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Brc1ccc(Br)o1,Cn1ncc(-c2ccco2)c1-c1ccc(-c2c(-c3ccco3)cnn2C)o1
182.0,OB(O)c1ccco1,Cn1ncc(-c2ccco2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Brc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(Br)ccc1-2,Cn1ncc(-c2ccco2)c1-c1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(-c3c(-c4ccco4)cnn3C)ccc1-2
183.0,OB(O)c1ccco1,Cn1ncc(-c2ccco2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Clc1cc(Cl)c(Br)cc1Br,Cn1ncc(-c2ccco2)c1-c1cc(-c2c(-c3ccco3)cnn2C)c(Cl)cc1Cl
184.0,OB(O)c1ccco1,Cn1ncc(-c2ccco2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Brc1cnc2nc(Br)ccc2c1,Cn1ncc(-c2ccco2)c1-c1cnc2nc(-c3c(-c4ccco4)cnn3C)ccc2c1
185.0,OB(O)c1ccco1,Cn1ncc(-c2ccco2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Brc1cccc2cccc(Br)c12,Cn1ncc(-c2ccco2)c1-c1cccc2cccc(-c3c(-c4ccco4)cnn3C)c12
186.0,OB(O)c1ccco1,Cn1ncc(-c2ccco2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(I)ccc2-c2ccc(I)cc21,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3c(-c4ccco4)cnn3C)ccc2-c2ccc(-c3c(-c4ccco4)cnn3C)cc21
187.0,OB(O)c1ccco1,Cn1ncc(-c2ccco2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Fc1c(F)c(Br)c2nsnc2c1Br,Cn1ncc(-c2ccco2)c1-c1c(F)c(F)c(-c2c(-c3ccco3)cnn2C)c2nsnc12
188.0,OB(O)c1ccco1,Cn1ncc(-c2ccco2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,C[Si](C)(c1ccc(Br)cc1)c1ccc(Br)cc1,Cn1ncc(-c2ccco2)c1-c1ccc([Si](C)(C)c2ccc(-c3c(-c4ccco4)cnn3C)cc2)cc1
189.0,OB(O)c1ccco1,Cn1ncc(-c2ccco2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Brc1ccc2nc3ccc(Br)cc3nc2c1,Cn1ncc(-c2ccco2)c1-c1ccc2nc3ccc(-c4c(-c5ccco5)cnn4C)cc3nc2c1
190.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccco3)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,C[Si](C)(c1ccccc1Br)c1ccccc1Br,C[Si](C)(c1ccccc1-c1cccc(-c2ccco2)c1)c1ccccc1-c1cccc(-c2ccco2)c1
191.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccco3)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Brc1ccc(Br)nc1,c1cc(-c2ccc(-c3cccc(-c4ccco4)c3)nc2)cc(-c2ccco2)c1
193.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccco3)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Brc1cc(Br)c2ccccc2c1,c1cc(-c2cc(-c3cccc(-c4ccco4)c3)c3ccccc3c2)cc(-c2ccco2)c1
194.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccco3)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Clc1cc(Br)sc1Br,Clc1cc(-c2cccc(-c3ccco3)c2)sc1-c1cccc(-c2ccco2)c1
195.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccco3)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Cc1nc2c(Br)c3nsnc3c(Br)c2nc1C,Cc1nc2c(-c3cccc(-c4ccco4)c3)c3nsnc3c(-c3cccc(-c4ccco4)c3)c2nc1C
196.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccco3)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Brc1ccccc1Oc1ccccc1Br,c1cc(-c2ccco2)cc(-c2ccccc2Oc2ccccc2-c2cccc(-c3ccco3)c2)c1
197.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccco3)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,CC(C)(C)c1ccc2c(Br)c3ccccc3c(Br)c2c1,CC(C)(C)c1ccc2c(-c3cccc(-c4ccco4)c3)c3ccccc3c(-c3cccc(-c4ccco4)c3)c2c1
198.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccco3)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,Fc1cc(-c2cccc(-c3ccco3)c2)c(F)cc1-c1cccc(-c2ccco2)c1
199.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccco3)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Brc1ccc2oc(Br)cc2c1,c1cc(-c2ccc3oc(-c4cccc(-c5ccco5)c4)cc3c2)cc(-c2ccco2)c1
200.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccco3)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Brc1ccc(Br)o1,c1cc(-c2ccco2)cc(-c2ccc(-c3cccc(-c4ccco4)c3)o2)c1
201.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccco3)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Brc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(Br)ccc1-2,c1cc(-c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2cc(-c4cccc(-c5ccco5)c4)ccc2-3)cc(-c2ccco2)c1
202.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccco3)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Clc1cc(Cl)c(Br)cc1Br,Clc1cc(Cl)c(-c2cccc(-c3ccco3)c2)cc1-c1cccc(-c2ccco2)c1
203.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccco3)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Brc1cnc2nc(Br)ccc2c1,c1cc(-c2cnc3nc(-c4cccc(-c5ccco5)c4)ccc3c2)cc(-c2ccco2)c1
204.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccco3)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Brc1cccc2cccc(Br)c12,c1cc(-c2ccco2)cc(-c2cccc3cccc(-c4cccc(-c5ccco5)c4)c23)c1
205.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccco3)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(I)ccc2-c2ccc(I)cc21,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3cccc(-c4ccco4)c3)ccc2-c2ccc(-c3cccc(-c4ccco4)c3)cc21
206.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccco3)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Fc1c(F)c(Br)c2nsnc2c1Br,Fc1c(F)c(-c2cccc(-c3ccco3)c2)c2nsnc2c1-c1cccc(-c2ccco2)c1
207.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccco3)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,C[Si](C)(c1ccc(Br)cc1)c1ccc(Br)cc1,C[Si](C)(c1ccc(-c2cccc(-c3ccco3)c2)cc1)c1ccc(-c2cccc(-c3ccco3)c2)cc1
208.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccco3)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Brc1ccc2nc3ccc(Br)cc3nc2c1,c1cc(-c2ccc3nc4ccc(-c5cccc(-c6ccco6)c5)cc4nc3c2)cc(-c2ccco2)c1
209.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccco3)s1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,C[Si](C)(c1ccccc1Br)c1ccccc1Br,C[Si](C)(c1ccccc1-c1ccc(-c2ccco2)s1)c1ccccc1-c1ccc(-c2ccco2)s1
210.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccco3)s1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Brc1ccc(Br)nc1,c1coc(-c2ccc(-c3ccc(-c4ccc(-c5ccco5)s4)nc3)s2)c1
212.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccco3)s1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Brc1cc(Br)c2ccccc2c1,c1coc(-c2ccc(-c3cc(-c4ccc(-c5ccco5)s4)c4ccccc4c3)s2)c1
213.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccco3)s1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Clc1cc(Br)sc1Br,Clc1cc(-c2ccc(-c3ccco3)s2)sc1-c1ccc(-c2ccco2)s1
214.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccco3)s1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Cc1nc2c(Br)c3nsnc3c(Br)c2nc1C,Cc1nc2c(-c3ccc(-c4ccco4)s3)c3nsnc3c(-c3ccc(-c4ccco4)s3)c2nc1C
215.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccco3)s1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Brc1ccccc1Oc1ccccc1Br,c1coc(-c2ccc(-c3ccccc3Oc3ccccc3-c3ccc(-c4ccco4)s3)s2)c1
216.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccco3)s1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,CC(C)(C)c1ccc2c(Br)c3ccccc3c(Br)c2c1,CC(C)(C)c1ccc2c(-c3ccc(-c4ccco4)s3)c3ccccc3c(-c3ccc(-c4ccco4)s3)c2c1
217.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccco3)s1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,Fc1cc(-c2ccc(-c3ccco3)s2)c(F)cc1-c1ccc(-c2ccco2)s1
218.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccco3)s1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Brc1ccc2oc(Br)cc2c1,c1coc(-c2ccc(-c3ccc4oc(-c5ccc(-c6ccco6)s5)cc4c3)s2)c1
219.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccco3)s1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Brc1ccc(Br)o1,c1coc(-c2ccc(-c3ccc(-c4ccc(-c5ccco5)s4)o3)s2)c1
220.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccco3)s1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Brc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(Br)ccc1-2,c1coc(-c2ccc(-c3ccc4c(c3)C3(c5ccccc5-c5ccccc53)c3cc(-c5ccc(-c6ccco6)s5)ccc3-4)s2)c1
221.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccco3)s1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Clc1cc(Cl)c(Br)cc1Br,Clc1cc(Cl)c(-c2ccc(-c3ccco3)s2)cc1-c1ccc(-c2ccco2)s1
222.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccco3)s1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Brc1cnc2nc(Br)ccc2c1,c1coc(-c2ccc(-c3cnc4nc(-c5ccc(-c6ccco6)s5)ccc4c3)s2)c1
223.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccco3)s1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Brc1cccc2cccc(Br)c12,c1coc(-c2ccc(-c3cccc4cccc(-c5ccc(-c6ccco6)s5)c34)s2)c1
224.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccco3)s1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(I)ccc2-c2ccc(I)cc21,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3ccc(-c4ccco4)s3)ccc2-c2ccc(-c3ccc(-c4ccco4)s3)cc21
225.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccco3)s1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Fc1c(F)c(Br)c2nsnc2c1Br,Fc1c(F)c(-c2ccc(-c3ccco3)s2)c2nsnc2c1-c1ccc(-c2ccco2)s1
226.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccco3)s1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,C[Si](C)(c1ccc(Br)cc1)c1ccc(Br)cc1,C[Si](C)(c1ccc(-c2ccc(-c3ccco3)s2)cc1)c1ccc(-c2ccc(-c3ccco3)s2)cc1
227.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccco3)s1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Brc1ccc2nc3ccc(Br)cc3nc2c1,c1coc(-c2ccc(-c3ccc4nc5ccc(-c6ccc(-c7ccco7)s6)cc5nc4c3)s2)c1
228.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1ccccc1-c1ccco1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,C[Si](C)(c1ccccc1Br)c1ccccc1Br,C[Si](C)(c1ccccc1-c1ccccc1-c1ccco1)c1ccccc1-c1ccccc1-c1ccco1
229.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1ccccc1-c1ccco1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,Brc1ccc(Br)nc1,c1coc(-c2ccccc2-c2ccc(-c3ccccc3-c3ccco3)nc2)c1
231.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1ccccc1-c1ccco1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,Brc1cc(Br)c2ccccc2c1,c1coc(-c2ccccc2-c2cc(-c3ccccc3-c3ccco3)c3ccccc3c2)c1
232.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1ccccc1-c1ccco1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,Clc1cc(Br)sc1Br,Clc1cc(-c2ccccc2-c2ccco2)sc1-c1ccccc1-c1ccco1
233.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1ccccc1-c1ccco1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,Cc1nc2c(Br)c3nsnc3c(Br)c2nc1C,Cc1nc2c(-c3ccccc3-c3ccco3)c3nsnc3c(-c3ccccc3-c3ccco3)c2nc1C
234.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1ccccc1-c1ccco1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,Brc1ccccc1Oc1ccccc1Br,c1coc(-c2ccccc2-c2ccccc2Oc2ccccc2-c2ccccc2-c2ccco2)c1
235.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1ccccc1-c1ccco1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,CC(C)(C)c1ccc2c(Br)c3ccccc3c(Br)c2c1,CC(C)(C)c1ccc2c(-c3ccccc3-c3ccco3)c3ccccc3c(-c3ccccc3-c3ccco3)c2c1
236.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1ccccc1-c1ccco1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,Fc1cc(-c2ccccc2-c2ccco2)c(F)cc1-c1ccccc1-c1ccco1
237.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1ccccc1-c1ccco1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,Brc1ccc2oc(Br)cc2c1,c1coc(-c2ccccc2-c2ccc3oc(-c4ccccc4-c4ccco4)cc3c2)c1
238.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1ccccc1-c1ccco1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,Brc1ccc(Br)o1,c1coc(-c2ccccc2-c2ccc(-c3ccccc3-c3ccco3)o2)c1
239.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1ccccc1-c1ccco1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,Brc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(Br)ccc1-2,c1coc(-c2ccccc2-c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2cc(-c4ccccc4-c4ccco4)ccc2-3)c1
240.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1ccccc1-c1ccco1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,Clc1cc(Cl)c(Br)cc1Br,Clc1cc(Cl)c(-c2ccccc2-c2ccco2)cc1-c1ccccc1-c1ccco1
241.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1ccccc1-c1ccco1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,Brc1cnc2nc(Br)ccc2c1,c1coc(-c2ccccc2-c2cnc3nc(-c4ccccc4-c4ccco4)ccc3c2)c1
242.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1ccccc1-c1ccco1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,Brc1cccc2cccc(Br)c12,c1coc(-c2ccccc2-c2cccc3cccc(-c4ccccc4-c4ccco4)c23)c1
243.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1ccccc1-c1ccco1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(I)ccc2-c2ccc(I)cc21,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3ccccc3-c3ccco3)ccc2-c2ccc(-c3ccccc3-c3ccco3)cc21
244.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1ccccc1-c1ccco1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,Fc1c(F)c(Br)c2nsnc2c1Br,Fc1c(F)c(-c2ccccc2-c2ccco2)c2nsnc2c1-c1ccccc1-c1ccco1
245.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1ccccc1-c1ccco1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,C[Si](C)(c1ccc(Br)cc1)c1ccc(Br)cc1,C[Si](C)(c1ccc(-c2ccccc2-c2ccco2)cc1)c1ccc(-c2ccccc2-c2ccco2)cc1
246.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1ccccc1-c1ccco1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,Brc1ccc2nc3ccc(Br)cc3nc2c1,c1coc(-c2ccccc2-c2ccc3nc4ccc(-c5ccccc5-c5ccco5)cc4nc3c2)c1
247.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cc3cc(-c4ccco4)ccc3o1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cc3cc(Br)ccc3o1)OC(=O)C2,C[Si](C)(c1ccccc1Br)c1ccccc1Br,C[Si](C)(c1ccccc1-c1cc2cc(-c3ccco3)ccc2o1)c1ccccc1-c1cc2cc(-c3ccco3)ccc2o1
248.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cc3cc(-c4ccco4)ccc3o1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cc3cc(Br)ccc3o1)OC(=O)C2,Brc1ccc(Br)nc1,c1coc(-c2ccc3oc(-c4ccc(-c5cc6cc(-c7ccco7)ccc6o5)nc4)cc3c2)c1
250.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cc3cc(-c4ccco4)ccc3o1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cc3cc(Br)ccc3o1)OC(=O)C2,Brc1cc(Br)c2ccccc2c1,c1coc(-c2ccc3oc(-c4cc(-c5cc6cc(-c7ccco7)ccc6o5)c5ccccc5c4)cc3c2)c1
251.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cc3cc(-c4ccco4)ccc3o1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cc3cc(Br)ccc3o1)OC(=O)C2,Clc1cc(Br)sc1Br,Clc1cc(-c2cc3cc(-c4ccco4)ccc3o2)sc1-c1cc2cc(-c3ccco3)ccc2o1
252.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cc3cc(-c4ccco4)ccc3o1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cc3cc(Br)ccc3o1)OC(=O)C2,Cc1nc2c(Br)c3nsnc3c(Br)c2nc1C,Cc1nc2c(-c3cc4cc(-c5ccco5)ccc4o3)c3nsnc3c(-c3cc4cc(-c5ccco5)ccc4o3)c2nc1C
253.0,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cc3cc(-c4ccco4)ccc3o1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cc3cc(Br)ccc3o1)OC(=O)C2,Brc1ccccc1Oc1ccccc1Br,c1coc(-c2ccc3oc(-c4ccccc4Oc4ccccc4-c4cc5cc(-c6ccco6)ccc5o4)cc3c2)c1
