Unnamed: 0,a,ab,b,c,pentamer,F,carbazole
3149.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1ccccc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,Brc1cccc2cccc(Br)c12,c1ccc(-c2cccc3cccc(-c4ccccc4-c4ccnc(-n5c6ccccc6c6ccccc65)c4)c23)c(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c1,Fc1cc(-c2ccccc2-c2cccc3cccc(-c4ccccc4-c4ccnc(F)c4)c23)ccn1,c1ccc2c(c1)[nH]c1ccccc12
3150.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1ccccc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(I)ccc2-c2ccc(I)cc21,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3ccccc3-c3ccnc(-n4c5ccccc5c5ccccc54)c3)ccc2-c2ccc(-c3ccccc3-c3ccnc(-n4c5ccccc5c5ccccc54)c3)cc21,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3ccccc3-c3ccnc(F)c3)ccc2-c2ccc(-c3ccccc3-c3ccnc(F)c3)cc21,c1ccc2c(c1)[nH]c1ccccc12
3151.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1ccccc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,Fc1c(F)c(Br)c2nsnc2c1Br,Fc1c(F)c(-c2ccccc2-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c2nsnc2c1-c1ccccc1-c1ccnc(-n2c3ccccc3c3ccccc32)c1,Fc1cc(-c2ccccc2-c2c(F)c(F)c(-c3ccccc3-c3ccnc(F)c3)c3nsnc23)ccn1,c1ccc2c(c1)[nH]c1ccccc12
3152.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1ccccc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,C[Si](C)(c1ccc(Br)cc1)c1ccc(Br)cc1,C[Si](C)(c1ccc(-c2ccccc2-c2ccnc(-n3c4ccccc4c4ccccc43)c2)cc1)c1ccc(-c2ccccc2-c2ccnc(-n3c4ccccc4c4ccccc43)c2)cc1,C[Si](C)(c1ccc(-c2ccccc2-c2ccnc(F)c2)cc1)c1ccc(-c2ccccc2-c2ccnc(F)c2)cc1,c1ccc2c(c1)[nH]c1ccccc12
3153.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1ccccc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,Brc1ccc2nc3ccc(Br)cc3nc2c1,c1ccc(-c2ccc3nc4ccc(-c5ccccc5-c5ccnc(-n6c7ccccc7c7ccccc76)c5)cc4nc3c2)c(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c1,Fc1cc(-c2ccccc2-c2ccc3nc4ccc(-c5ccccc5-c5ccnc(F)c5)cc4nc3c2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
3154.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cc3cc(-c4ccnc(F)c4)ccc3o1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cc3cc(Br)ccc3o1)OC(=O)C2,C[Si](C)(c1ccccc1Br)c1ccccc1Br,C[Si](C)(c1ccccc1-c1cc2cc(-c3ccnc(-n4c5ccccc5c5ccccc54)c3)ccc2o1)c1ccccc1-c1cc2cc(-c3ccnc(-n4c5ccccc5c5ccccc54)c3)ccc2o1,C[Si](C)(c1ccccc1-c1cc2cc(-c3ccnc(F)c3)ccc2o1)c1ccccc1-c1cc2cc(-c3ccnc(F)c3)ccc2o1,c1ccc2c(c1)[nH]c1ccccc12
3155.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cc3cc(-c4ccnc(F)c4)ccc3o1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cc3cc(Br)ccc3o1)OC(=O)C2,Brc1ccc(Br)nc1,c1ccc2c(c1)c1ccccc1n2-c1cc(-c2ccc3oc(-c4ccc(-c5cc6cc(-c7ccnc(-n8c9ccccc9c9ccccc98)c7)ccc6o5)nc4)cc3c2)ccn1,Fc1cc(-c2ccc3oc(-c4ccc(-c5cc6cc(-c7ccnc(F)c7)ccc6o5)nc4)cc3c2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
3156.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cc3cc(-c4ccnc(F)c4)ccc3o1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cc3cc(Br)ccc3o1)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,c1ccc2c(c1)c1ccccc1n2-c1cc(-c2ccc3oc(-c4cc(-n5c6ccccc6c6ccccc65)c(-c5cc6cc(-c7ccnc(-n8c9ccccc9c9ccccc98)c7)ccc6o5)cc4-n4c5ccccc5c5ccccc54)cc3c2)ccn1,Fc1cc(-c2ccc3oc(-c4cc(F)c(-c5cc6cc(-c7ccnc(F)c7)ccc6o5)cc4F)cc3c2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
3157.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cc3cc(-c4ccnc(F)c4)ccc3o1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cc3cc(Br)ccc3o1)OC(=O)C2,Brc1cc(Br)c2ccccc2c1,c1ccc2c(-c3cc4cc(-c5ccnc(-n6c7ccccc7c7ccccc76)c5)ccc4o3)cc(-c3cc4cc(-c5ccnc(-n6c7ccccc7c7ccccc76)c5)ccc4o3)cc2c1,Fc1cc(-c2ccc3oc(-c4cc(-c5cc6cc(-c7ccnc(F)c7)ccc6o5)c5ccccc5c4)cc3c2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
3158.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cc3cc(-c4ccnc(F)c4)ccc3o1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cc3cc(Br)ccc3o1)OC(=O)C2,Clc1cc(Br)sc1Br,Clc1cc(-c2cc3cc(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)ccc3o2)sc1-c1cc2cc(-c3ccnc(-n4c5ccccc5c5ccccc54)c3)ccc2o1,Fc1cc(-c2ccc3oc(-c4cc(Cl)c(-c5cc6cc(-c7ccnc(F)c7)ccc6o5)s4)cc3c2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
3159.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cc3cc(-c4ccnc(F)c4)ccc3o1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cc3cc(Br)ccc3o1)OC(=O)C2,Cc1nc2c(Br)c3nsnc3c(Br)c2nc1C,Cc1nc2c(-c3cc4cc(-c5ccnc(-n6c7ccccc7c7ccccc76)c5)ccc4o3)c3nsnc3c(-c3cc4cc(-c5ccnc(-n6c7ccccc7c7ccccc76)c5)ccc4o3)c2nc1C,Cc1nc2c(-c3cc4cc(-c5ccnc(F)c5)ccc4o3)c3nsnc3c(-c3cc4cc(-c5ccnc(F)c5)ccc4o3)c2nc1C,c1ccc2c(c1)[nH]c1ccccc12
3160.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cc3cc(-c4ccnc(F)c4)ccc3o1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cc3cc(Br)ccc3o1)OC(=O)C2,Brc1ccccc1Oc1ccccc1Br,c1ccc(-c2cc3cc(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)ccc3o2)c(Oc2ccccc2-c2cc3cc(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)ccc3o2)c1,Fc1cc(-c2ccc3oc(-c4ccccc4Oc4ccccc4-c4cc5cc(-c6ccnc(F)c6)ccc5o4)cc3c2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
3161.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cc3cc(-c4ccnc(F)c4)ccc3o1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cc3cc(Br)ccc3o1)OC(=O)C2,CC(C)(C)c1ccc2c(Br)c3ccccc3c(Br)c2c1,CC(C)(C)c1ccc2c(-c3cc4cc(-c5ccnc(-n6c7ccccc7c7ccccc76)c5)ccc4o3)c3ccccc3c(-c3cc4cc(-c5ccnc(-n6c7ccccc7c7ccccc76)c5)ccc4o3)c2c1,CC(C)(C)c1ccc2c(-c3cc4cc(-c5ccnc(F)c5)ccc4o3)c3ccccc3c(-c3cc4cc(-c5ccnc(F)c5)ccc4o3)c2c1,c1ccc2c(c1)[nH]c1ccccc12
3162.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cc3cc(-c4ccnc(F)c4)ccc3o1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cc3cc(Br)ccc3o1)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,Fc1cc(-c2cc3cc(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)ccc3o2)c(F)cc1-c1cc2cc(-c3ccnc(-n4c5ccccc5c5ccccc54)c3)ccc2o1,Fc1cc(-c2ccc3oc(-c4cc(F)c(-c5cc6cc(-c7ccnc(F)c7)ccc6o5)cc4F)cc3c2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
3163.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cc3cc(-c4ccnc(F)c4)ccc3o1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cc3cc(Br)ccc3o1)OC(=O)C2,Brc1ccc2oc(Br)cc2c1,c1ccc2c(c1)c1ccccc1n2-c1cc(-c2ccc3oc(-c4ccc5oc(-c6cc7cc(-c8ccnc(-n9c%10ccccc%10c%10ccccc%109)c8)ccc7o6)cc5c4)cc3c2)ccn1,Fc1cc(-c2ccc3oc(-c4ccc5oc(-c6cc7cc(-c8ccnc(F)c8)ccc7o6)cc5c4)cc3c2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
3164.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cc3cc(-c4ccnc(F)c4)ccc3o1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cc3cc(Br)ccc3o1)OC(=O)C2,Brc1ccc(Br)o1,c1ccc2c(c1)c1ccccc1n2-c1cc(-c2ccc3oc(-c4ccc(-c5cc6cc(-c7ccnc(-n8c9ccccc9c9ccccc98)c7)ccc6o5)o4)cc3c2)ccn1,Fc1cc(-c2ccc3oc(-c4ccc(-c5cc6cc(-c7ccnc(F)c7)ccc6o5)o4)cc3c2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
3165.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cc3cc(-c4ccnc(F)c4)ccc3o1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cc3cc(Br)ccc3o1)OC(=O)C2,Brc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(Br)ccc1-2,c1ccc2c(c1)-c1ccccc1C21c2cc(-c3cc4cc(-c5ccnc(-n6c7ccccc7c7ccccc76)c5)ccc4o3)ccc2-c2ccc(-c3cc4cc(-c5ccnc(-n6c7ccccc7c7ccccc76)c5)ccc4o3)cc21,Fc1cc(-c2ccc3oc(-c4ccc5c(c4)C4(c6ccccc6-c6ccccc64)c4cc(-c6cc7cc(-c8ccnc(F)c8)ccc7o6)ccc4-5)cc3c2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
3166.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cc3cc(-c4ccnc(F)c4)ccc3o1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cc3cc(Br)ccc3o1)OC(=O)C2,Clc1cc(Cl)c(Br)cc1Br,Clc1cc(Cl)c(-c2cc3cc(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)ccc3o2)cc1-c1cc2cc(-c3ccnc(-n4c5ccccc5c5ccccc54)c3)ccc2o1,Fc1cc(-c2ccc3oc(-c4cc(-c5cc6cc(-c7ccnc(F)c7)ccc6o5)c(Cl)cc4Cl)cc3c2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
3167.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cc3cc(-c4ccnc(F)c4)ccc3o1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cc3cc(Br)ccc3o1)OC(=O)C2,Brc1cnc2nc(Br)ccc2c1,c1ccc2c(c1)c1ccccc1n2-c1cc(-c2ccc3oc(-c4cnc5nc(-c6cc7cc(-c8ccnc(-n9c%10ccccc%10c%10ccccc%109)c8)ccc7o6)ccc5c4)cc3c2)ccn1,Fc1cc(-c2ccc3oc(-c4cnc5nc(-c6cc7cc(-c8ccnc(F)c8)ccc7o6)ccc5c4)cc3c2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
3168.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cc3cc(-c4ccnc(F)c4)ccc3o1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cc3cc(Br)ccc3o1)OC(=O)C2,Brc1cccc2cccc(Br)c12,c1cc(-c2cc3cc(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)ccc3o2)c2c(-c3cc4cc(-c5ccnc(-n6c7ccccc7c7ccccc76)c5)ccc4o3)cccc2c1,Fc1cc(-c2ccc3oc(-c4cccc5cccc(-c6cc7cc(-c8ccnc(F)c8)ccc7o6)c45)cc3c2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
3169.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cc3cc(-c4ccnc(F)c4)ccc3o1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cc3cc(Br)ccc3o1)OC(=O)C2,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(I)ccc2-c2ccc(I)cc21,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3cc4cc(-c5ccnc(-n6c7ccccc7c7ccccc76)c5)ccc4o3)ccc2-c2ccc(-c3cc4cc(-c5ccnc(-n6c7ccccc7c7ccccc76)c5)ccc4o3)cc21,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3cc4cc(-c5ccnc(F)c5)ccc4o3)ccc2-c2ccc(-c3cc4cc(-c5ccnc(F)c5)ccc4o3)cc21,c1ccc2c(c1)[nH]c1ccccc12
3170.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cc3cc(-c4ccnc(F)c4)ccc3o1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cc3cc(Br)ccc3o1)OC(=O)C2,Fc1c(F)c(Br)c2nsnc2c1Br,Fc1c(F)c(-c2cc3cc(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)ccc3o2)c2nsnc2c1-c1cc2cc(-c3ccnc(-n4c5ccccc5c5ccccc54)c3)ccc2o1,Fc1cc(-c2ccc3oc(-c4c(F)c(F)c(-c5cc6cc(-c7ccnc(F)c7)ccc6o5)c5nsnc45)cc3c2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
3171.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cc3cc(-c4ccnc(F)c4)ccc3o1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cc3cc(Br)ccc3o1)OC(=O)C2,C[Si](C)(c1ccc(Br)cc1)c1ccc(Br)cc1,C[Si](C)(c1ccc(-c2cc3cc(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)ccc3o2)cc1)c1ccc(-c2cc3cc(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)ccc3o2)cc1,C[Si](C)(c1ccc(-c2cc3cc(-c4ccnc(F)c4)ccc3o2)cc1)c1ccc(-c2cc3cc(-c4ccnc(F)c4)ccc3o2)cc1,c1ccc2c(c1)[nH]c1ccccc12
3172.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cc3cc(-c4ccnc(F)c4)ccc3o1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cc3cc(Br)ccc3o1)OC(=O)C2,Brc1ccc2nc3ccc(Br)cc3nc2c1,c1ccc2c(c1)c1ccccc1n2-c1cc(-c2ccc3oc(-c4ccc5nc6ccc(-c7cc8cc(-c9ccnc(-n%10c%11ccccc%11c%11ccccc%11%10)c9)ccc8o7)cc6nc5c4)cc3c2)ccn1,Fc1cc(-c2ccc3oc(-c4ccc5nc6ccc(-c7cc8cc(-c9ccnc(F)c9)ccc8o7)cc6nc5c4)cc3c2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
3192.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1sccc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1sccc1Br)OC(=O)C2,C[Si](C)(c1ccccc1Br)c1ccccc1Br,C[Si](C)(c1ccccc1-c1sccc1-c1ccnc(-n2c3ccccc3c3ccccc32)c1)c1ccccc1-c1sccc1-c1ccnc(-n2c3ccccc3c3ccccc32)c1,C[Si](C)(c1ccccc1-c1sccc1-c1ccnc(F)c1)c1ccccc1-c1sccc1-c1ccnc(F)c1,c1ccc2c(c1)[nH]c1ccccc12
3193.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1sccc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1sccc1Br)OC(=O)C2,Brc1ccc(Br)nc1,c1ccc2c(c1)c1ccccc1n2-c1cc(-c2ccsc2-c2ccc(-c3sccc3-c3ccnc(-n4c5ccccc5c5ccccc54)c3)nc2)ccn1,Fc1cc(-c2ccsc2-c2ccc(-c3sccc3-c3ccnc(F)c3)nc2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
3194.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1sccc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1sccc1Br)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,c1ccc2c(c1)c1ccccc1n2-c1cc(-c2ccsc2-c2cc(-n3c4ccccc4c4ccccc43)c(-c3sccc3-c3ccnc(-n4c5ccccc5c5ccccc54)c3)cc2-n2c3ccccc3c3ccccc32)ccn1,Fc1cc(-c2ccsc2-c2cc(F)c(-c3sccc3-c3ccnc(F)c3)cc2F)ccn1,c1ccc2c(c1)[nH]c1ccccc12
3195.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1sccc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1sccc1Br)OC(=O)C2,Brc1cc(Br)c2ccccc2c1,c1ccc2c(-c3sccc3-c3ccnc(-n4c5ccccc5c5ccccc54)c3)cc(-c3sccc3-c3ccnc(-n4c5ccccc5c5ccccc54)c3)cc2c1,Fc1cc(-c2ccsc2-c2cc(-c3sccc3-c3ccnc(F)c3)c3ccccc3c2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
3196.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1sccc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1sccc1Br)OC(=O)C2,Clc1cc(Br)sc1Br,Clc1cc(-c2sccc2-c2ccnc(-n3c4ccccc4c4ccccc43)c2)sc1-c1sccc1-c1ccnc(-n2c3ccccc3c3ccccc32)c1,Fc1cc(-c2ccsc2-c2cc(Cl)c(-c3sccc3-c3ccnc(F)c3)s2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
3197.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1sccc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1sccc1Br)OC(=O)C2,Cc1nc2c(Br)c3nsnc3c(Br)c2nc1C,Cc1nc2c(-c3sccc3-c3ccnc(-n4c5ccccc5c5ccccc54)c3)c3nsnc3c(-c3sccc3-c3ccnc(-n4c5ccccc5c5ccccc54)c3)c2nc1C,Cc1nc2c(-c3sccc3-c3ccnc(F)c3)c3nsnc3c(-c3sccc3-c3ccnc(F)c3)c2nc1C,c1ccc2c(c1)[nH]c1ccccc12
3198.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1sccc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1sccc1Br)OC(=O)C2,Brc1ccccc1Oc1ccccc1Br,c1ccc(-c2sccc2-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c(Oc2ccccc2-c2sccc2-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c1,Fc1cc(-c2ccsc2-c2ccccc2Oc2ccccc2-c2sccc2-c2ccnc(F)c2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
3199.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1sccc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1sccc1Br)OC(=O)C2,CC(C)(C)c1ccc2c(Br)c3ccccc3c(Br)c2c1,CC(C)(C)c1ccc2c(-c3sccc3-c3ccnc(-n4c5ccccc5c5ccccc54)c3)c3ccccc3c(-c3sccc3-c3ccnc(-n4c5ccccc5c5ccccc54)c3)c2c1,CC(C)(C)c1ccc2c(-c3sccc3-c3ccnc(F)c3)c3ccccc3c(-c3sccc3-c3ccnc(F)c3)c2c1,c1ccc2c(c1)[nH]c1ccccc12
3200.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1sccc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1sccc1Br)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,Fc1cc(-c2sccc2-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c(F)cc1-c1sccc1-c1ccnc(-n2c3ccccc3c3ccccc32)c1,Fc1cc(-c2ccsc2-c2cc(F)c(-c3sccc3-c3ccnc(F)c3)cc2F)ccn1,c1ccc2c(c1)[nH]c1ccccc12
3201.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1sccc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1sccc1Br)OC(=O)C2,Brc1ccc2oc(Br)cc2c1,c1ccc2c(c1)c1ccccc1n2-c1cc(-c2ccsc2-c2ccc3oc(-c4sccc4-c4ccnc(-n5c6ccccc6c6ccccc65)c4)cc3c2)ccn1,Fc1cc(-c2ccsc2-c2ccc3oc(-c4sccc4-c4ccnc(F)c4)cc3c2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
3202.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1sccc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1sccc1Br)OC(=O)C2,Brc1ccc(Br)o1,c1ccc2c(c1)c1ccccc1n2-c1cc(-c2ccsc2-c2ccc(-c3sccc3-c3ccnc(-n4c5ccccc5c5ccccc54)c3)o2)ccn1,Fc1cc(-c2ccsc2-c2ccc(-c3sccc3-c3ccnc(F)c3)o2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
3203.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1sccc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1sccc1Br)OC(=O)C2,Brc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(Br)ccc1-2,c1ccc2c(c1)-c1ccccc1C21c2cc(-c3sccc3-c3ccnc(-n4c5ccccc5c5ccccc54)c3)ccc2-c2ccc(-c3sccc3-c3ccnc(-n4c5ccccc5c5ccccc54)c3)cc21,Fc1cc(-c2ccsc2-c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2cc(-c4sccc4-c4ccnc(F)c4)ccc2-3)ccn1,c1ccc2c(c1)[nH]c1ccccc12
3204.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1sccc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1sccc1Br)OC(=O)C2,Clc1cc(Cl)c(Br)cc1Br,Clc1cc(Cl)c(-c2sccc2-c2ccnc(-n3c4ccccc4c4ccccc43)c2)cc1-c1sccc1-c1ccnc(-n2c3ccccc3c3ccccc32)c1,Fc1cc(-c2ccsc2-c2cc(-c3sccc3-c3ccnc(F)c3)c(Cl)cc2Cl)ccn1,c1ccc2c(c1)[nH]c1ccccc12
3205.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1sccc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1sccc1Br)OC(=O)C2,Brc1cnc2nc(Br)ccc2c1,c1ccc2c(c1)c1ccccc1n2-c1cc(-c2ccsc2-c2cnc3nc(-c4sccc4-c4ccnc(-n5c6ccccc6c6ccccc65)c4)ccc3c2)ccn1,Fc1cc(-c2ccsc2-c2cnc3nc(-c4sccc4-c4ccnc(F)c4)ccc3c2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
3206.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1sccc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1sccc1Br)OC(=O)C2,Brc1cccc2cccc(Br)c12,c1cc(-c2sccc2-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c2c(-c3sccc3-c3ccnc(-n4c5ccccc5c5ccccc54)c3)cccc2c1,Fc1cc(-c2ccsc2-c2cccc3cccc(-c4sccc4-c4ccnc(F)c4)c23)ccn1,c1ccc2c(c1)[nH]c1ccccc12
3207.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1sccc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1sccc1Br)OC(=O)C2,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(I)ccc2-c2ccc(I)cc21,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3sccc3-c3ccnc(-n4c5ccccc5c5ccccc54)c3)ccc2-c2ccc(-c3sccc3-c3ccnc(-n4c5ccccc5c5ccccc54)c3)cc21,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3sccc3-c3ccnc(F)c3)ccc2-c2ccc(-c3sccc3-c3ccnc(F)c3)cc21,c1ccc2c(c1)[nH]c1ccccc12
3208.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1sccc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1sccc1Br)OC(=O)C2,Fc1c(F)c(Br)c2nsnc2c1Br,Fc1c(F)c(-c2sccc2-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c2nsnc2c1-c1sccc1-c1ccnc(-n2c3ccccc3c3ccccc32)c1,Fc1cc(-c2ccsc2-c2c(F)c(F)c(-c3sccc3-c3ccnc(F)c3)c3nsnc23)ccn1,c1ccc2c(c1)[nH]c1ccccc12
