,Unnamed: 0,a,ab,b,c,pentamer,F,carbazole
710,2643.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3cc(F)cc(F)c3)cc1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,Fc1cc(F)cc(-c2ccc(-c3cc(-n4c5ccccc5c5ccccc54)c(-c4ccc(-c5cc(F)cc(F)c5)cc4)cc3-n3c4ccccc4c4ccccc43)cc2)c1,Fc1cc(F)cc(-c2ccc(-c3cc(F)c(-c4ccc(-c5cc(F)cc(F)c5)cc4)cc3F)cc2)c1,c1ccc2c(c1)[nH]c1ccccc12
711,2679.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3cc(F)cc(F)c3)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,C[Si](C)(c1ccccc1Br)c1ccccc1Br,C[Si](C)(c1ccccc1-c1cccc(-c2cc(F)cc(F)c2)c1-n1c2ccccc2c2ccccc21)c1ccccc1-c1cccc(-c2cc(F)cc(F)c2)c1-n1c2ccccc2c2ccccc21,C[Si](C)(c1ccccc1-c1cccc(-c2cc(F)cc(F)c2)c1F)c1ccccc1-c1cccc(-c2cc(F)cc(F)c2)c1F,c1ccc2c(c1)[nH]c1ccccc12
712,2680.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3cc(F)cc(F)c3)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1ccc(Br)nc1,Fc1cc(F)cc(-c2cccc(-c3ccc(-c4cccc(-c5cc(F)cc(F)c5)c4-n4c5ccccc5c5ccccc54)nc3)c2-n2c3ccccc3c3ccccc32)c1,Fc1cc(F)cc(-c2cccc(-c3ccc(-c4cccc(-c5cc(F)cc(F)c5)c4F)nc3)c2F)c1,c1ccc2c(c1)[nH]c1ccccc12
713,2681.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3cc(F)cc(F)c3)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,Fc1cc(F)cc(-c2cccc(-c3cc(-n4c5ccccc5c5ccccc54)c(-c4cccc(-c5cc(F)cc(F)c5)c4-n4c5ccccc5c5ccccc54)cc3-n3c4ccccc4c4ccccc43)c2-n2c3ccccc3c3ccccc32)c1,Fc1cc(F)cc(-c2cccc(-c3cc(F)c(-c4cccc(-c5cc(F)cc(F)c5)c4F)cc3F)c2F)c1,c1ccc2c(c1)[nH]c1ccccc12
714,2682.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3cc(F)cc(F)c3)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1cc(Br)c2ccccc2c1,Fc1cc(F)cc(-c2cccc(-c3cc(-c4cccc(-c5cc(F)cc(F)c5)c4-n4c5ccccc5c5ccccc54)c4ccccc4c3)c2-n2c3ccccc3c3ccccc32)c1,Fc1cc(F)cc(-c2cccc(-c3cc(-c4cccc(-c5cc(F)cc(F)c5)c4F)c4ccccc4c3)c2F)c1,c1ccc2c(c1)[nH]c1ccccc12
715,2683.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3cc(F)cc(F)c3)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Clc1cc(Br)sc1Br,Fc1cc(F)cc(-c2cccc(-c3cc(Cl)c(-c4cccc(-c5cc(F)cc(F)c5)c4-n4c5ccccc5c5ccccc54)s3)c2-n2c3ccccc3c3ccccc32)c1,Fc1cc(F)cc(-c2cccc(-c3cc(Cl)c(-c4cccc(-c5cc(F)cc(F)c5)c4F)s3)c2F)c1,c1ccc2c(c1)[nH]c1ccccc12
716,2684.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3cc(F)cc(F)c3)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Cc1nc2c(Br)c3nsnc3c(Br)c2nc1C,Cc1nc2c(-c3cccc(-c4cc(F)cc(F)c4)c3-n3c4ccccc4c4ccccc43)c3nsnc3c(-c3cccc(-c4cc(F)cc(F)c4)c3-n3c4ccccc4c4ccccc43)c2nc1C,Cc1nc2c(-c3cccc(-c4cc(F)cc(F)c4)c3F)c3nsnc3c(-c3cccc(-c4cc(F)cc(F)c4)c3F)c2nc1C,c1ccc2c(c1)[nH]c1ccccc12
717,2685.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3cc(F)cc(F)c3)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1ccccc1Oc1ccccc1Br,Fc1cc(F)cc(-c2cccc(-c3ccccc3Oc3ccccc3-c3cccc(-c4cc(F)cc(F)c4)c3-n3c4ccccc4c4ccccc43)c2-n2c3ccccc3c3ccccc32)c1,Fc1cc(F)cc(-c2cccc(-c3ccccc3Oc3ccccc3-c3cccc(-c4cc(F)cc(F)c4)c3F)c2F)c1,c1ccc2c(c1)[nH]c1ccccc12
718,2686.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3cc(F)cc(F)c3)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,CC(C)(C)c1ccc2c(Br)c3ccccc3c(Br)c2c1,CC(C)(C)c1ccc2c(-c3cccc(-c4cc(F)cc(F)c4)c3-n3c4ccccc4c4ccccc43)c3ccccc3c(-c3cccc(-c4cc(F)cc(F)c4)c3-n3c4ccccc4c4ccccc43)c2c1,CC(C)(C)c1ccc2c(-c3cccc(-c4cc(F)cc(F)c4)c3F)c3ccccc3c(-c3cccc(-c4cc(F)cc(F)c4)c3F)c2c1,c1ccc2c(c1)[nH]c1ccccc12
719,2687.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3cc(F)cc(F)c3)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,Fc1cc(F)cc(-c2cccc(-c3cc(F)c(-c4cccc(-c5cc(F)cc(F)c5)c4-n4c5ccccc5c5ccccc54)cc3F)c2-n2c3ccccc3c3ccccc32)c1,Fc1cc(F)cc(-c2cccc(-c3cc(F)c(-c4cccc(-c5cc(F)cc(F)c5)c4F)cc3F)c2F)c1,c1ccc2c(c1)[nH]c1ccccc12
720,2688.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3cc(F)cc(F)c3)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1ccc2oc(Br)cc2c1,Fc1cc(F)cc(-c2cccc(-c3ccc4oc(-c5cccc(-c6cc(F)cc(F)c6)c5-n5c6ccccc6c6ccccc65)cc4c3)c2-n2c3ccccc3c3ccccc32)c1,Fc1cc(F)cc(-c2cccc(-c3ccc4oc(-c5cccc(-c6cc(F)cc(F)c6)c5F)cc4c3)c2F)c1,c1ccc2c(c1)[nH]c1ccccc12
721,2689.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3cc(F)cc(F)c3)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1ccc(Br)o1,Fc1cc(F)cc(-c2cccc(-c3ccc(-c4cccc(-c5cc(F)cc(F)c5)c4-n4c5ccccc5c5ccccc54)o3)c2-n2c3ccccc3c3ccccc32)c1,Fc1cc(F)cc(-c2cccc(-c3ccc(-c4cccc(-c5cc(F)cc(F)c5)c4F)o3)c2F)c1,c1ccc2c(c1)[nH]c1ccccc12
722,2690.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3cc(F)cc(F)c3)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(Br)ccc1-2,Fc1cc(F)cc(-c2cccc(-c3ccc4c(c3)C3(c5ccccc5-c5ccccc53)c3cc(-c5cccc(-c6cc(F)cc(F)c6)c5-n5c6ccccc6c6ccccc65)ccc3-4)c2-n2c3ccccc3c3ccccc32)c1,Fc1cc(F)cc(-c2cccc(-c3ccc4c(c3)C3(c5ccccc5-c5ccccc53)c3cc(-c5cccc(-c6cc(F)cc(F)c6)c5F)ccc3-4)c2F)c1,c1ccc2c(c1)[nH]c1ccccc12
723,2691.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3cc(F)cc(F)c3)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Clc1cc(Cl)c(Br)cc1Br,Fc1cc(F)cc(-c2cccc(-c3cc(-c4cccc(-c5cc(F)cc(F)c5)c4-n4c5ccccc5c5ccccc54)c(Cl)cc3Cl)c2-n2c3ccccc3c3ccccc32)c1,Fc1cc(F)cc(-c2cccc(-c3cc(-c4cccc(-c5cc(F)cc(F)c5)c4F)c(Cl)cc3Cl)c2F)c1,c1ccc2c(c1)[nH]c1ccccc12
724,2692.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3cc(F)cc(F)c3)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1cnc2nc(Br)ccc2c1,Fc1cc(F)cc(-c2cccc(-c3cnc4nc(-c5cccc(-c6cc(F)cc(F)c6)c5-n5c6ccccc6c6ccccc65)ccc4c3)c2-n2c3ccccc3c3ccccc32)c1,Fc1cc(F)cc(-c2cccc(-c3cnc4nc(-c5cccc(-c6cc(F)cc(F)c6)c5F)ccc4c3)c2F)c1,c1ccc2c(c1)[nH]c1ccccc12
725,2693.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3cc(F)cc(F)c3)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1cccc2cccc(Br)c12,Fc1cc(F)cc(-c2cccc(-c3cccc4cccc(-c5cccc(-c6cc(F)cc(F)c6)c5-n5c6ccccc6c6ccccc65)c34)c2-n2c3ccccc3c3ccccc32)c1,Fc1cc(F)cc(-c2cccc(-c3cccc4cccc(-c5cccc(-c6cc(F)cc(F)c6)c5F)c34)c2F)c1,c1ccc2c(c1)[nH]c1ccccc12
726,2694.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3cc(F)cc(F)c3)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(I)ccc2-c2ccc(I)cc21,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3cccc(-c4cc(F)cc(F)c4)c3-n3c4ccccc4c4ccccc43)ccc2-c2ccc(-c3cccc(-c4cc(F)cc(F)c4)c3-n3c4ccccc4c4ccccc43)cc21,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3cccc(-c4cc(F)cc(F)c4)c3F)ccc2-c2ccc(-c3cccc(-c4cc(F)cc(F)c4)c3F)cc21,c1ccc2c(c1)[nH]c1ccccc12
727,2695.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3cc(F)cc(F)c3)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Fc1c(F)c(Br)c2nsnc2c1Br,Fc1cc(F)cc(-c2cccc(-c3c(F)c(F)c(-c4cccc(-c5cc(F)cc(F)c5)c4-n4c5ccccc5c5ccccc54)c4nsnc34)c2-n2c3ccccc3c3ccccc32)c1,Fc1cc(F)cc(-c2cccc(-c3c(F)c(F)c(-c4cccc(-c5cc(F)cc(F)c5)c4F)c4nsnc34)c2F)c1,c1ccc2c(c1)[nH]c1ccccc12
728,2696.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3cc(F)cc(F)c3)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,C[Si](C)(c1ccc(Br)cc1)c1ccc(Br)cc1,C[Si](C)(c1ccc(-c2cccc(-c3cc(F)cc(F)c3)c2-n2c3ccccc3c3ccccc32)cc1)c1ccc(-c2cccc(-c3cc(F)cc(F)c3)c2-n2c3ccccc3c3ccccc32)cc1,C[Si](C)(c1ccc(-c2cccc(-c3cc(F)cc(F)c3)c2F)cc1)c1ccc(-c2cccc(-c3cc(F)cc(F)c3)c2F)cc1,c1ccc2c(c1)[nH]c1ccccc12
729,2697.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3cc(F)cc(F)c3)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1ccc2nc3ccc(Br)cc3nc2c1,Fc1cc(F)cc(-c2cccc(-c3ccc4nc5ccc(-c6cccc(-c7cc(F)cc(F)c7)c6-n6c7ccccc7c7ccccc76)cc5nc4c3)c2-n2c3ccccc3c3ccccc32)c1,Fc1cc(F)cc(-c2cccc(-c3ccc4nc5ccc(-c6cccc(-c7cc(F)cc(F)c7)c6F)cc5nc4c3)c2F)c1,c1ccc2c(c1)[nH]c1ccccc12
730,2719.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1cc(F)cc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,Fc1cc(F)cc(-c2cccc(F)c2-c2cc(-n3c4ccccc4c4ccccc43)c(-c3c(F)cccc3-c3cc(F)cc(F)c3)cc2-n2c3ccccc3c3ccccc32)c1,Fc1cc(F)cc(-c2cccc(F)c2-c2cc(F)c(-c3c(F)cccc3-c3cc(F)cc(F)c3)cc2F)c1,c1ccc2c(c1)[nH]c1ccccc12
731,2738.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3cc(F)cc(F)c3)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,Fc1cc(F)cc(-c2cccc(-c3cc(-n4c5ccccc5c5ccccc54)c(-c4cccc(-c5cc(F)cc(F)c5)c4F)cc3-n3c4ccccc4c4ccccc43)c2F)c1,Fc1cc(F)cc(-c2cccc(-c3cc(F)c(-c4cccc(-c5cc(F)cc(F)c5)c4F)cc3F)c2F)c1,c1ccc2c(c1)[nH]c1ccccc12
732,2757.0,OB(O)c1cc(F)cc(F)c1,Cn1ncc(-c2cc(F)cc(F)c2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Fc1cc(Br)c(F)cc1Br,Cn1ncc(-c2cc(F)cc(F)c2)c1-c1cc(-n2c3ccccc3c3ccccc32)c(-c2c(-c3cc(F)cc(F)c3)cnn2C)cc1-n1c2ccccc2c2ccccc21,Cn1ncc(-c2cc(F)cc(F)c2)c1-c1cc(F)c(-c2c(-c3cc(F)cc(F)c3)cnn2C)cc1F,c1ccc2c(c1)[nH]c1ccccc12
733,2776.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3cc(F)cc(F)c3)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,Fc1cc(F)cc(-c2cccc(-c3cc(-n4c5ccccc5c5ccccc54)c(-c4cccc(-c5cc(F)cc(F)c5)c4)cc3-n3c4ccccc4c4ccccc43)c2)c1,Fc1cc(F)cc(-c2cccc(-c3cc(F)c(-c4cccc(-c5cc(F)cc(F)c5)c4)cc3F)c2)c1,c1ccc2c(c1)[nH]c1ccccc12
734,2795.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3cc(F)cc(F)c3)s1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,Fc1cc(F)cc(-c2ccc(-c3cc(-n4c5ccccc5c5ccccc54)c(-c4ccc(-c5cc(F)cc(F)c5)s4)cc3-n3c4ccccc4c4ccccc43)s2)c1,Fc1cc(F)cc(-c2ccc(-c3cc(F)c(-c4ccc(-c5cc(F)cc(F)c5)s4)cc3F)s2)c1,c1ccc2c(c1)[nH]c1ccccc12
735,2814.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1ccccc1-c1cc(F)cc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,Fc1cc(F)cc(-c2ccccc2-c2cc(-n3c4ccccc4c4ccccc43)c(-c3ccccc3-c3cc(F)cc(F)c3)cc2-n2c3ccccc3c3ccccc32)c1,Fc1cc(F)cc(-c2ccccc2-c2cc(F)c(-c3ccccc3-c3cc(F)cc(F)c3)cc2F)c1,c1ccc2c(c1)[nH]c1ccccc12
736,2833.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1cc3cc(-c4cc(F)cc(F)c4)ccc3o1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cc3cc(Br)ccc3o1)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,Fc1cc(F)cc(-c2ccc3oc(-c4cc(-n5c6ccccc6c6ccccc65)c(-c5cc6cc(-c7cc(F)cc(F)c7)ccc6o5)cc4-n4c5ccccc5c5ccccc54)cc3c2)c1,Fc1cc(F)cc(-c2ccc3oc(-c4cc(F)c(-c5cc6cc(-c7cc(F)cc(F)c7)ccc6o5)cc4F)cc3c2)c1,c1ccc2c(c1)[nH]c1ccccc12
737,2871.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1sccc1-c1cc(F)cc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1sccc1Br)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,Fc1cc(F)cc(-c2ccsc2-c2cc(-n3c4ccccc4c4ccccc43)c(-c3sccc3-c3cc(F)cc(F)c3)cc2-n2c3ccccc3c3ccccc32)c1,Fc1cc(F)cc(-c2ccsc2-c2cc(F)c(-c3sccc3-c3cc(F)cc(F)c3)cc2F)c1,c1ccc2c(c1)[nH]c1ccccc12
738,2890.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1cc(-c3cc(F)cc(F)c3)cc(C(F)(F)F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cc(I)cc(C(F)(F)F)c1)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,Fc1cc(F)cc(-c2cc(-c3cc(-n4c5ccccc5c5ccccc54)c(-c4cc(-c5cc(F)cc(F)c5)cc(C(F)(F)F)c4)cc3-n3c4ccccc4c4ccccc43)cc(C(F)(F)F)c2)c1,Fc1cc(F)cc(-c2cc(-c3cc(F)c(-c4cc(-c5cc(F)cc(F)c5)cc(C(F)(F)F)c4)cc3F)cc(C(F)(F)F)c2)c1,c1ccc2c(c1)[nH]c1ccccc12
739,2907.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,C[Si](C)(c1ccccc1Br)c1ccccc1Br,C[Si](C)(c1ccccc1-c1cccnc1-c1ccnc(-n2c3ccccc3c3ccccc32)c1)c1ccccc1-c1cccnc1-c1ccnc(-n2c3ccccc3c3ccccc32)c1,C[Si](C)(c1ccccc1-c1cccnc1-c1ccnc(F)c1)c1ccccc1-c1cccnc1-c1ccnc(F)c1,c1ccc2c(c1)[nH]c1ccccc12
740,2908.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,Brc1ccc(Br)nc1,c1cnc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c(-c2ccc(-c3cccnc3-c3ccnc(-n4c5ccccc5c5ccccc54)c3)nc2)c1,Fc1cc(-c2ncccc2-c2ccc(-c3cccnc3-c3ccnc(F)c3)nc2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
741,2909.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,c1cnc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c(-c2cc(-n3c4ccccc4c4ccccc43)c(-c3cccnc3-c3ccnc(-n4c5ccccc5c5ccccc54)c3)cc2-n2c3ccccc3c3ccccc32)c1,Fc1cc(-c2ncccc2-c2cc(F)c(-c3cccnc3-c3ccnc(F)c3)cc2F)ccn1,c1ccc2c(c1)[nH]c1ccccc12
742,2910.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,Brc1cc(Br)c2ccccc2c1,c1cnc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c(-c2cc(-c3cccnc3-c3ccnc(-n4c5ccccc5c5ccccc54)c3)c3ccccc3c2)c1,Fc1cc(-c2ncccc2-c2cc(-c3cccnc3-c3ccnc(F)c3)c3ccccc3c2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
743,2911.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,Clc1cc(Br)sc1Br,Clc1cc(-c2cccnc2-c2ccnc(-n3c4ccccc4c4ccccc43)c2)sc1-c1cccnc1-c1ccnc(-n2c3ccccc3c3ccccc32)c1,Fc1cc(-c2ncccc2-c2cc(Cl)c(-c3cccnc3-c3ccnc(F)c3)s2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
744,2912.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,Cc1nc2c(Br)c3nsnc3c(Br)c2nc1C,Cc1nc2c(-c3cccnc3-c3ccnc(-n4c5ccccc5c5ccccc54)c3)c3nsnc3c(-c3cccnc3-c3ccnc(-n4c5ccccc5c5ccccc54)c3)c2nc1C,Cc1nc2c(-c3cccnc3-c3ccnc(F)c3)c3nsnc3c(-c3cccnc3-c3ccnc(F)c3)c2nc1C,c1ccc2c(c1)[nH]c1ccccc12
745,2913.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,Brc1ccccc1Oc1ccccc1Br,c1ccc(-c2cccnc2-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c(Oc2ccccc2-c2cccnc2-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c1,Fc1cc(-c2ncccc2-c2ccccc2Oc2ccccc2-c2cccnc2-c2ccnc(F)c2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
746,2914.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,CC(C)(C)c1ccc2c(Br)c3ccccc3c(Br)c2c1,CC(C)(C)c1ccc2c(-c3cccnc3-c3ccnc(-n4c5ccccc5c5ccccc54)c3)c3ccccc3c(-c3cccnc3-c3ccnc(-n4c5ccccc5c5ccccc54)c3)c2c1,CC(C)(C)c1ccc2c(-c3cccnc3-c3ccnc(F)c3)c3ccccc3c(-c3cccnc3-c3ccnc(F)c3)c2c1,c1ccc2c(c1)[nH]c1ccccc12
747,2915.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,Fc1cc(-c2cccnc2-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c(F)cc1-c1cccnc1-c1ccnc(-n2c3ccccc3c3ccccc32)c1,Fc1cc(-c2ncccc2-c2cc(F)c(-c3cccnc3-c3ccnc(F)c3)cc2F)ccn1,c1ccc2c(c1)[nH]c1ccccc12
748,2916.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,Brc1ccc2oc(Br)cc2c1,c1cnc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c(-c2ccc3oc(-c4cccnc4-c4ccnc(-n5c6ccccc6c6ccccc65)c4)cc3c2)c1,Fc1cc(-c2ncccc2-c2ccc3oc(-c4cccnc4-c4ccnc(F)c4)cc3c2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
749,2917.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,Brc1ccc(Br)o1,c1cnc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c(-c2ccc(-c3cccnc3-c3ccnc(-n4c5ccccc5c5ccccc54)c3)o2)c1,Fc1cc(-c2ncccc2-c2ccc(-c3cccnc3-c3ccnc(F)c3)o2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
750,2918.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,Brc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(Br)ccc1-2,c1ccc2c(c1)-c1ccccc1C21c2cc(-c3cccnc3-c3ccnc(-n4c5ccccc5c5ccccc54)c3)ccc2-c2ccc(-c3cccnc3-c3ccnc(-n4c5ccccc5c5ccccc54)c3)cc21,Fc1cc(-c2ncccc2-c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2cc(-c4cccnc4-c4ccnc(F)c4)ccc2-3)ccn1,c1ccc2c(c1)[nH]c1ccccc12
