,pentamer,a,b,c,ab
2482,Clc1cc(Cl)c(-c2ccc(-c3nccs3)s2)cc1-c1ccc(-c2nccs2)s1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Clc1cc(Cl)c(Br)cc1Br,C[N+]12CC(=O)O[B-]1(c1ccc(-c3nccs3)s1)OC(=O)C2
2483,c1csc(-c2ccc(-c3cnc4nc(-c5ccc(-c6nccs6)s5)ccc4c3)s2)n1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Brc1cnc2nc(Br)ccc2c1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3nccs3)s1)OC(=O)C2
2484,c1cc(-c2ccc(-c3nccs3)s2)c2c(-c3ccc(-c4nccs4)s3)cccc2c1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Brc1cccc2cccc(Br)c12,C[N+]12CC(=O)O[B-]1(c1ccc(-c3nccs3)s1)OC(=O)C2
2485,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3ccc(-c4nccs4)s3)ccc2-c2ccc(-c3ccc(-c4nccs4)s3)cc21,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(I)ccc2-c2ccc(I)cc21,C[N+]12CC(=O)O[B-]1(c1ccc(-c3nccs3)s1)OC(=O)C2
2486,Fc1c(F)c(-c2ccc(-c3nccs3)s2)c2nsnc2c1-c1ccc(-c2nccs2)s1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Fc1c(F)c(Br)c2nsnc2c1Br,C[N+]12CC(=O)O[B-]1(c1ccc(-c3nccs3)s1)OC(=O)C2
2487,C[Si](C)(c1ccc(-c2ccc(-c3nccs3)s2)cc1)c1ccc(-c2ccc(-c3nccs3)s2)cc1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,C[Si](C)(c1ccc(Br)cc1)c1ccc(Br)cc1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3nccs3)s1)OC(=O)C2
2488,c1csc(-c2ccc(-c3ccc4nc5ccc(-c6ccc(-c7nccs7)s6)cc5nc4c3)s2)n1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Brc1ccc2nc3ccc(Br)cc3nc2c1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3nccs3)s1)OC(=O)C2
2489,C[Si](C)(c1ccccc1-c1ccccc1-c1nccs1)c1ccccc1-c1ccccc1-c1nccs1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,C[Si](C)(c1ccccc1Br)c1ccccc1Br,C[N+]12CC(=O)O[B-]1(c1ccccc1-c1nccs1)OC(=O)C2
2490,c1ccc(-c2nccs2)c(-c2ccc(-c3ccccc3-c3nccs3)nc2)c1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,Brc1ccc(Br)nc1,C[N+]12CC(=O)O[B-]1(c1ccccc1-c1nccs1)OC(=O)C2
2491,c1ccc(-c2cc(-n3c4ccccc4c4ccccc43)c(-c3ccccc3-c3nccs3)cc2-n2c3ccccc3c3ccccc32)c(-c2nccs2)c1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,Brc1cc(-n2c3ccccc3c3ccccc32)c(Br)cc1-n1c2ccccc2c2ccccc21,C[N+]12CC(=O)O[B-]1(c1ccccc1-c1nccs1)OC(=O)C2
2492,c1ccc(-c2nccs2)c(-c2cc(-c3ccccc3-c3nccs3)c3ccccc3c2)c1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,Brc1cc(Br)c2ccccc2c1,C[N+]12CC(=O)O[B-]1(c1ccccc1-c1nccs1)OC(=O)C2
2493,Clc1cc(-c2ccccc2-c2nccs2)sc1-c1ccccc1-c1nccs1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,Clc1cc(Br)sc1Br,C[N+]12CC(=O)O[B-]1(c1ccccc1-c1nccs1)OC(=O)C2
2494,Cc1nc2c(-c3ccccc3-c3nccs3)c3nsnc3c(-c3ccccc3-c3nccs3)c2nc1C,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,Cc1nc2c(Br)c3nsnc3c(Br)c2nc1C,C[N+]12CC(=O)O[B-]1(c1ccccc1-c1nccs1)OC(=O)C2
2495,c1ccc(-c2ccccc2-c2nccs2)c(Oc2ccccc2-c2ccccc2-c2nccs2)c1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,Brc1ccccc1Oc1ccccc1Br,C[N+]12CC(=O)O[B-]1(c1ccccc1-c1nccs1)OC(=O)C2
2496,CC(C)(C)c1ccc2c(-c3ccccc3-c3nccs3)c3ccccc3c(-c3ccccc3-c3nccs3)c2c1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,CC(C)(C)c1ccc2c(Br)c3ccccc3c(Br)c2c1,C[N+]12CC(=O)O[B-]1(c1ccccc1-c1nccs1)OC(=O)C2
2497,Fc1cc(-c2ccccc2-c2nccs2)c(F)cc1-c1ccccc1-c1nccs1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,C[N+]12CC(=O)O[B-]1(c1ccccc1-c1nccs1)OC(=O)C2
2498,c1ccc(-c2nccs2)c(-c2ccc3oc(-c4ccccc4-c4nccs4)cc3c2)c1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,Brc1ccc2oc(Br)cc2c1,C[N+]12CC(=O)O[B-]1(c1ccccc1-c1nccs1)OC(=O)C2
2499,c1ccc(-c2nccs2)c(-c2ccc(-c3ccccc3-c3nccs3)o2)c1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,Brc1ccc(Br)o1,C[N+]12CC(=O)O[B-]1(c1ccccc1-c1nccs1)OC(=O)C2
2500,c1ccc(-c2nccs2)c(-c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2cc(-c4ccccc4-c4nccs4)ccc2-3)c1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,Brc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(Br)ccc1-2,C[N+]12CC(=O)O[B-]1(c1ccccc1-c1nccs1)OC(=O)C2
2501,Clc1cc(Cl)c(-c2ccccc2-c2nccs2)cc1-c1ccccc1-c1nccs1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,Clc1cc(Cl)c(Br)cc1Br,C[N+]12CC(=O)O[B-]1(c1ccccc1-c1nccs1)OC(=O)C2
2502,c1ccc(-c2nccs2)c(-c2cnc3nc(-c4ccccc4-c4nccs4)ccc3c2)c1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,Brc1cnc2nc(Br)ccc2c1,C[N+]12CC(=O)O[B-]1(c1ccccc1-c1nccs1)OC(=O)C2
2503,c1ccc(-c2cccc3cccc(-c4ccccc4-c4nccs4)c23)c(-c2nccs2)c1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,Brc1cccc2cccc(Br)c12,C[N+]12CC(=O)O[B-]1(c1ccccc1-c1nccs1)OC(=O)C2
2504,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3ccccc3-c3nccs3)ccc2-c2ccc(-c3ccccc3-c3nccs3)cc21,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(I)ccc2-c2ccc(I)cc21,C[N+]12CC(=O)O[B-]1(c1ccccc1-c1nccs1)OC(=O)C2
2505,Fc1c(F)c(-c2ccccc2-c2nccs2)c2nsnc2c1-c1ccccc1-c1nccs1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,Fc1c(F)c(Br)c2nsnc2c1Br,C[N+]12CC(=O)O[B-]1(c1ccccc1-c1nccs1)OC(=O)C2
2506,C[Si](C)(c1ccc(-c2ccccc2-c2nccs2)cc1)c1ccc(-c2ccccc2-c2nccs2)cc1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,C[Si](C)(c1ccc(Br)cc1)c1ccc(Br)cc1,C[N+]12CC(=O)O[B-]1(c1ccccc1-c1nccs1)OC(=O)C2
2507,c1ccc(-c2nccs2)c(-c2ccc3nc4ccc(-c5ccccc5-c5nccs5)cc4nc3c2)c1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,Brc1ccc2nc3ccc(Br)cc3nc2c1,C[N+]12CC(=O)O[B-]1(c1ccccc1-c1nccs1)OC(=O)C2
2508,C[Si](C)(c1ccccc1-c1cc2cc(-c3nccs3)ccc2o1)c1ccccc1-c1cc2cc(-c3nccs3)ccc2o1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cc3cc(Br)ccc3o1)OC(=O)C2,C[Si](C)(c1ccccc1Br)c1ccccc1Br,C[N+]12CC(=O)O[B-]1(c1cc3cc(-c4nccs4)ccc3o1)OC(=O)C2
2509,c1csc(-c2ccc3oc(-c4ccc(-c5cc6cc(-c7nccs7)ccc6o5)nc4)cc3c2)n1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cc3cc(Br)ccc3o1)OC(=O)C2,Brc1ccc(Br)nc1,C[N+]12CC(=O)O[B-]1(c1cc3cc(-c4nccs4)ccc3o1)OC(=O)C2
2510,c1ccc2c(c1)c1ccccc1n2-c1cc(-c2cc3cc(-c4nccs4)ccc3o2)c(-n2c3ccccc3c3ccccc32)cc1-c1cc2cc(-c3nccs3)ccc2o1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cc3cc(Br)ccc3o1)OC(=O)C2,Brc1cc(-n2c3ccccc3c3ccccc32)c(Br)cc1-n1c2ccccc2c2ccccc21,C[N+]12CC(=O)O[B-]1(c1cc3cc(-c4nccs4)ccc3o1)OC(=O)C2
2511,c1ccc2c(-c3cc4cc(-c5nccs5)ccc4o3)cc(-c3cc4cc(-c5nccs5)ccc4o3)cc2c1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cc3cc(Br)ccc3o1)OC(=O)C2,Brc1cc(Br)c2ccccc2c1,C[N+]12CC(=O)O[B-]1(c1cc3cc(-c4nccs4)ccc3o1)OC(=O)C2
2512,Clc1cc(-c2cc3cc(-c4nccs4)ccc3o2)sc1-c1cc2cc(-c3nccs3)ccc2o1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cc3cc(Br)ccc3o1)OC(=O)C2,Clc1cc(Br)sc1Br,C[N+]12CC(=O)O[B-]1(c1cc3cc(-c4nccs4)ccc3o1)OC(=O)C2
2513,Cc1nc2c(-c3cc4cc(-c5nccs5)ccc4o3)c3nsnc3c(-c3cc4cc(-c5nccs5)ccc4o3)c2nc1C,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cc3cc(Br)ccc3o1)OC(=O)C2,Cc1nc2c(Br)c3nsnc3c(Br)c2nc1C,C[N+]12CC(=O)O[B-]1(c1cc3cc(-c4nccs4)ccc3o1)OC(=O)C2
2514,c1ccc(-c2cc3cc(-c4nccs4)ccc3o2)c(Oc2ccccc2-c2cc3cc(-c4nccs4)ccc3o2)c1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cc3cc(Br)ccc3o1)OC(=O)C2,Brc1ccccc1Oc1ccccc1Br,C[N+]12CC(=O)O[B-]1(c1cc3cc(-c4nccs4)ccc3o1)OC(=O)C2
2515,CC(C)(C)c1ccc2c(-c3cc4cc(-c5nccs5)ccc4o3)c3ccccc3c(-c3cc4cc(-c5nccs5)ccc4o3)c2c1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cc3cc(Br)ccc3o1)OC(=O)C2,CC(C)(C)c1ccc2c(Br)c3ccccc3c(Br)c2c1,C[N+]12CC(=O)O[B-]1(c1cc3cc(-c4nccs4)ccc3o1)OC(=O)C2
2516,Fc1cc(-c2cc3cc(-c4nccs4)ccc3o2)c(F)cc1-c1cc2cc(-c3nccs3)ccc2o1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cc3cc(Br)ccc3o1)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,C[N+]12CC(=O)O[B-]1(c1cc3cc(-c4nccs4)ccc3o1)OC(=O)C2
2517,c1csc(-c2ccc3oc(-c4ccc5oc(-c6cc7cc(-c8nccs8)ccc7o6)cc5c4)cc3c2)n1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cc3cc(Br)ccc3o1)OC(=O)C2,Brc1ccc2oc(Br)cc2c1,C[N+]12CC(=O)O[B-]1(c1cc3cc(-c4nccs4)ccc3o1)OC(=O)C2
2518,c1csc(-c2ccc3oc(-c4ccc(-c5cc6cc(-c7nccs7)ccc6o5)o4)cc3c2)n1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cc3cc(Br)ccc3o1)OC(=O)C2,Brc1ccc(Br)o1,C[N+]12CC(=O)O[B-]1(c1cc3cc(-c4nccs4)ccc3o1)OC(=O)C2
2519,c1ccc2c(c1)-c1ccccc1C21c2cc(-c3cc4cc(-c5nccs5)ccc4o3)ccc2-c2ccc(-c3cc4cc(-c5nccs5)ccc4o3)cc21,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cc3cc(Br)ccc3o1)OC(=O)C2,Brc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(Br)ccc1-2,C[N+]12CC(=O)O[B-]1(c1cc3cc(-c4nccs4)ccc3o1)OC(=O)C2
2520,Clc1cc(Cl)c(-c2cc3cc(-c4nccs4)ccc3o2)cc1-c1cc2cc(-c3nccs3)ccc2o1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cc3cc(Br)ccc3o1)OC(=O)C2,Clc1cc(Cl)c(Br)cc1Br,C[N+]12CC(=O)O[B-]1(c1cc3cc(-c4nccs4)ccc3o1)OC(=O)C2
2521,c1csc(-c2ccc3oc(-c4cnc5nc(-c6cc7cc(-c8nccs8)ccc7o6)ccc5c4)cc3c2)n1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cc3cc(Br)ccc3o1)OC(=O)C2,Brc1cnc2nc(Br)ccc2c1,C[N+]12CC(=O)O[B-]1(c1cc3cc(-c4nccs4)ccc3o1)OC(=O)C2
2522,c1cc(-c2cc3cc(-c4nccs4)ccc3o2)c2c(-c3cc4cc(-c5nccs5)ccc4o3)cccc2c1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cc3cc(Br)ccc3o1)OC(=O)C2,Brc1cccc2cccc(Br)c12,C[N+]12CC(=O)O[B-]1(c1cc3cc(-c4nccs4)ccc3o1)OC(=O)C2
2523,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3cc4cc(-c5nccs5)ccc4o3)ccc2-c2ccc(-c3cc4cc(-c5nccs5)ccc4o3)cc21,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cc3cc(Br)ccc3o1)OC(=O)C2,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(I)ccc2-c2ccc(I)cc21,C[N+]12CC(=O)O[B-]1(c1cc3cc(-c4nccs4)ccc3o1)OC(=O)C2
2524,Fc1c(F)c(-c2cc3cc(-c4nccs4)ccc3o2)c2nsnc2c1-c1cc2cc(-c3nccs3)ccc2o1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cc3cc(Br)ccc3o1)OC(=O)C2,Fc1c(F)c(Br)c2nsnc2c1Br,C[N+]12CC(=O)O[B-]1(c1cc3cc(-c4nccs4)ccc3o1)OC(=O)C2
2525,C[Si](C)(c1ccc(-c2cc3cc(-c4nccs4)ccc3o2)cc1)c1ccc(-c2cc3cc(-c4nccs4)ccc3o2)cc1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cc3cc(Br)ccc3o1)OC(=O)C2,C[Si](C)(c1ccc(Br)cc1)c1ccc(Br)cc1,C[N+]12CC(=O)O[B-]1(c1cc3cc(-c4nccs4)ccc3o1)OC(=O)C2
2526,c1csc(-c2ccc3oc(-c4ccc5nc6ccc(-c7cc8cc(-c9nccs9)ccc8o7)cc6nc5c4)cc3c2)n1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cc3cc(Br)ccc3o1)OC(=O)C2,Brc1ccc2nc3ccc(Br)cc3nc2c1,C[N+]12CC(=O)O[B-]1(c1cc3cc(-c4nccs4)ccc3o1)OC(=O)C2
2546,C[Si](C)(c1ccccc1-c1sccc1-c1nccs1)c1ccccc1-c1sccc1-c1nccs1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1sccc1Br)OC(=O)C2,C[Si](C)(c1ccccc1Br)c1ccccc1Br,C[N+]12CC(=O)O[B-]1(c1sccc1-c1nccs1)OC(=O)C2
2547,c1csc(-c2ccsc2-c2ccc(-c3sccc3-c3nccs3)nc2)n1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1sccc1Br)OC(=O)C2,Brc1ccc(Br)nc1,C[N+]12CC(=O)O[B-]1(c1sccc1-c1nccs1)OC(=O)C2
2548,c1ccc2c(c1)c1ccccc1n2-c1cc(-c2sccc2-c2nccs2)c(-n2c3ccccc3c3ccccc32)cc1-c1sccc1-c1nccs1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1sccc1Br)OC(=O)C2,Brc1cc(-n2c3ccccc3c3ccccc32)c(Br)cc1-n1c2ccccc2c2ccccc21,C[N+]12CC(=O)O[B-]1(c1sccc1-c1nccs1)OC(=O)C2
2549,c1ccc2c(-c3sccc3-c3nccs3)cc(-c3sccc3-c3nccs3)cc2c1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1sccc1Br)OC(=O)C2,Brc1cc(Br)c2ccccc2c1,C[N+]12CC(=O)O[B-]1(c1sccc1-c1nccs1)OC(=O)C2
2550,Clc1cc(-c2sccc2-c2nccs2)sc1-c1sccc1-c1nccs1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1sccc1Br)OC(=O)C2,Clc1cc(Br)sc1Br,C[N+]12CC(=O)O[B-]1(c1sccc1-c1nccs1)OC(=O)C2
2551,Cc1nc2c(-c3sccc3-c3nccs3)c3nsnc3c(-c3sccc3-c3nccs3)c2nc1C,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1sccc1Br)OC(=O)C2,Cc1nc2c(Br)c3nsnc3c(Br)c2nc1C,C[N+]12CC(=O)O[B-]1(c1sccc1-c1nccs1)OC(=O)C2
2552,c1ccc(-c2sccc2-c2nccs2)c(Oc2ccccc2-c2sccc2-c2nccs2)c1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1sccc1Br)OC(=O)C2,Brc1ccccc1Oc1ccccc1Br,C[N+]12CC(=O)O[B-]1(c1sccc1-c1nccs1)OC(=O)C2
2553,CC(C)(C)c1ccc2c(-c3sccc3-c3nccs3)c3ccccc3c(-c3sccc3-c3nccs3)c2c1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1sccc1Br)OC(=O)C2,CC(C)(C)c1ccc2c(Br)c3ccccc3c(Br)c2c1,C[N+]12CC(=O)O[B-]1(c1sccc1-c1nccs1)OC(=O)C2
2554,Fc1cc(-c2sccc2-c2nccs2)c(F)cc1-c1sccc1-c1nccs1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1sccc1Br)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,C[N+]12CC(=O)O[B-]1(c1sccc1-c1nccs1)OC(=O)C2
2555,c1csc(-c2ccsc2-c2ccc3oc(-c4sccc4-c4nccs4)cc3c2)n1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1sccc1Br)OC(=O)C2,Brc1ccc2oc(Br)cc2c1,C[N+]12CC(=O)O[B-]1(c1sccc1-c1nccs1)OC(=O)C2
2556,c1csc(-c2ccsc2-c2ccc(-c3sccc3-c3nccs3)o2)n1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1sccc1Br)OC(=O)C2,Brc1ccc(Br)o1,C[N+]12CC(=O)O[B-]1(c1sccc1-c1nccs1)OC(=O)C2
2557,c1ccc2c(c1)-c1ccccc1C21c2cc(-c3sccc3-c3nccs3)ccc2-c2ccc(-c3sccc3-c3nccs3)cc21,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1sccc1Br)OC(=O)C2,Brc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(Br)ccc1-2,C[N+]12CC(=O)O[B-]1(c1sccc1-c1nccs1)OC(=O)C2
2558,Clc1cc(Cl)c(-c2sccc2-c2nccs2)cc1-c1sccc1-c1nccs1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1sccc1Br)OC(=O)C2,Clc1cc(Cl)c(Br)cc1Br,C[N+]12CC(=O)O[B-]1(c1sccc1-c1nccs1)OC(=O)C2
2559,c1csc(-c2ccsc2-c2cnc3nc(-c4sccc4-c4nccs4)ccc3c2)n1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1sccc1Br)OC(=O)C2,Brc1cnc2nc(Br)ccc2c1,C[N+]12CC(=O)O[B-]1(c1sccc1-c1nccs1)OC(=O)C2
2560,c1cc(-c2sccc2-c2nccs2)c2c(-c3sccc3-c3nccs3)cccc2c1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1sccc1Br)OC(=O)C2,Brc1cccc2cccc(Br)c12,C[N+]12CC(=O)O[B-]1(c1sccc1-c1nccs1)OC(=O)C2
2561,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3sccc3-c3nccs3)ccc2-c2ccc(-c3sccc3-c3nccs3)cc21,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1sccc1Br)OC(=O)C2,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(I)ccc2-c2ccc(I)cc21,C[N+]12CC(=O)O[B-]1(c1sccc1-c1nccs1)OC(=O)C2
2562,Fc1c(F)c(-c2sccc2-c2nccs2)c2nsnc2c1-c1sccc1-c1nccs1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1sccc1Br)OC(=O)C2,Fc1c(F)c(Br)c2nsnc2c1Br,C[N+]12CC(=O)O[B-]1(c1sccc1-c1nccs1)OC(=O)C2
2563,C[Si](C)(c1ccc(-c2sccc2-c2nccs2)cc1)c1ccc(-c2sccc2-c2nccs2)cc1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1sccc1Br)OC(=O)C2,C[Si](C)(c1ccc(Br)cc1)c1ccc(Br)cc1,C[N+]12CC(=O)O[B-]1(c1sccc1-c1nccs1)OC(=O)C2
2564,c1csc(-c2ccsc2-c2ccc3nc4ccc(-c5sccc5-c5nccs5)cc4nc3c2)n1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1sccc1Br)OC(=O)C2,Brc1ccc2nc3ccc(Br)cc3nc2c1,C[N+]12CC(=O)O[B-]1(c1sccc1-c1nccs1)OC(=O)C2
2565,C[Si](C)(c1ccccc1-c1cc(-c2nccs2)cc(C(F)(F)F)c1)c1ccccc1-c1cc(-c2nccs2)cc(C(F)(F)F)c1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cc(I)cc(C(F)(F)F)c1)OC(=O)C2,C[Si](C)(c1ccccc1Br)c1ccccc1Br,C[N+]12CC(=O)O[B-]1(c1cc(-c3nccs3)cc(C(F)(F)F)c1)OC(=O)C2
2566,FC(F)(F)c1cc(-c2ccc(-c3cc(-c4nccs4)cc(C(F)(F)F)c3)nc2)cc(-c2nccs2)c1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cc(I)cc(C(F)(F)F)c1)OC(=O)C2,Brc1ccc(Br)nc1,C[N+]12CC(=O)O[B-]1(c1cc(-c3nccs3)cc(C(F)(F)F)c1)OC(=O)C2
2567,FC(F)(F)c1cc(-c2nccs2)cc(-c2cc(-n3c4ccccc4c4ccccc43)c(-c3cc(-c4nccs4)cc(C(F)(F)F)c3)cc2-n2c3ccccc3c3ccccc32)c1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cc(I)cc(C(F)(F)F)c1)OC(=O)C2,Brc1cc(-n2c3ccccc3c3ccccc32)c(Br)cc1-n1c2ccccc2c2ccccc21,C[N+]12CC(=O)O[B-]1(c1cc(-c3nccs3)cc(C(F)(F)F)c1)OC(=O)C2
2568,FC(F)(F)c1cc(-c2cc(-c3cc(-c4nccs4)cc(C(F)(F)F)c3)c3ccccc3c2)cc(-c2nccs2)c1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cc(I)cc(C(F)(F)F)c1)OC(=O)C2,Brc1cc(Br)c2ccccc2c1,C[N+]12CC(=O)O[B-]1(c1cc(-c3nccs3)cc(C(F)(F)F)c1)OC(=O)C2
2569,FC(F)(F)c1cc(-c2cc(Cl)c(-c3cc(-c4nccs4)cc(C(F)(F)F)c3)s2)cc(-c2nccs2)c1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cc(I)cc(C(F)(F)F)c1)OC(=O)C2,Clc1cc(Br)sc1Br,C[N+]12CC(=O)O[B-]1(c1cc(-c3nccs3)cc(C(F)(F)F)c1)OC(=O)C2
2570,Cc1nc2c(-c3cc(-c4nccs4)cc(C(F)(F)F)c3)c3nsnc3c(-c3cc(-c4nccs4)cc(C(F)(F)F)c3)c2nc1C,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cc(I)cc(C(F)(F)F)c1)OC(=O)C2,Cc1nc2c(Br)c3nsnc3c(Br)c2nc1C,C[N+]12CC(=O)O[B-]1(c1cc(-c3nccs3)cc(C(F)(F)F)c1)OC(=O)C2
2571,FC(F)(F)c1cc(-c2nccs2)cc(-c2ccccc2Oc2ccccc2-c2cc(-c3nccs3)cc(C(F)(F)F)c2)c1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cc(I)cc(C(F)(F)F)c1)OC(=O)C2,Brc1ccccc1Oc1ccccc1Br,C[N+]12CC(=O)O[B-]1(c1cc(-c3nccs3)cc(C(F)(F)F)c1)OC(=O)C2
2572,CC(C)(C)c1ccc2c(-c3cc(-c4nccs4)cc(C(F)(F)F)c3)c3ccccc3c(-c3cc(-c4nccs4)cc(C(F)(F)F)c3)c2c1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cc(I)cc(C(F)(F)F)c1)OC(=O)C2,CC(C)(C)c1ccc2c(Br)c3ccccc3c(Br)c2c1,C[N+]12CC(=O)O[B-]1(c1cc(-c3nccs3)cc(C(F)(F)F)c1)OC(=O)C2
